ID	altID	Group	ClassUpper	ClassLower
NVS_ENZ_hHDAC6_Activator	NVS_ENZ_hHDAC6_Activator	Toxcast	regulation of catalytic activity	histone deacetylase
NVS_ENZ_hIGF1R	NVS_ENZ_hIGF1R	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hIGF1R_Activator	NVS_ENZ_hIGF1R_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hIKKa	NVS_ENZ_hIKKa	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hIKKa_Activator	NVS_ENZ_hIKKa_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hInsR	NVS_ENZ_hInsR	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hInsR_Activator	NVS_ENZ_hInsR_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hIRAK4	NVS_ENZ_hIRAK4	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hIRAK4_Activator	NVS_ENZ_hIRAK4_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hJak2	NVS_ENZ_hJak2	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hJak2_Activator	NVS_ENZ_hJak2_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hJNK2	NVS_ENZ_hJNK2	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hJNK2_Activator	NVS_ENZ_hJNK2_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hLck	NVS_ENZ_hLck	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hLck_Activator	NVS_ENZ_hLck_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hLynA	NVS_ENZ_hLynA	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hLynA_Activator	NVS_ENZ_hLynA_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hLynB	NVS_ENZ_hLynB	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hLynB_Activator	NVS_ENZ_hLynB_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hMAPK1	NVS_ENZ_hMAPK1	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPK1_Activator	NVS_ENZ_hMAPK1_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPK11	NVS_ENZ_hMAPK11	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPK11_Activator	NVS_ENZ_hMAPK11_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPK3	NVS_ENZ_hMAPK3	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPK3_Activator	NVS_ENZ_hMAPK3_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPKAPK2	NVS_ENZ_hMAPKAPK2	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPKAPK2_Activator	NVS_ENZ_hMAPKAPK2_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPKAPK5	NVS_ENZ_hMAPKAPK5	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMAPKAPK5_Activator	NVS_ENZ_hMAPKAPK5_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMARK1	NVS_ENZ_hMARK1	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMARK1_Activator	NVS_ENZ_hMARK1_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMet	NVS_ENZ_hMet	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hMet_Activator	NVS_ENZ_hMet_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hMMP1	NVS_ENZ_hMMP1	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP1_Activator	NVS_ENZ_hMMP1_Activator	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP13	NVS_ENZ_hMMP13	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP13_Activator	NVS_ENZ_hMMP13_Activator	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP2	NVS_ENZ_hMMP2	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP2_Activator	NVS_ENZ_hMMP2_Activator	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP3	NVS_ENZ_hMMP3	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP3_Activator	NVS_ENZ_hMMP3_Activator	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP7	NVS_ENZ_hMMP7	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP7_Activator	NVS_ENZ_hMMP7_Activator	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP9	NVS_ENZ_hMMP9	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMMP9_Activator	NVS_ENZ_hMMP9_Activator	Toxcast	regulation of catalytic activity	matrix metalloproteinase
NVS_ENZ_hMsk1	NVS_ENZ_hMsk1	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hMsk1_Activator	NVS_ENZ_hMsk1_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hNEK2	NVS_ENZ_hNEK2	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hNEK2_Activator	NVS_ENZ_hNEK2_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPAK2	NVS_ENZ_hPAK2	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPAK2_Activator	NVS_ENZ_hPAK2_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPAK4	NVS_ENZ_hPAK4	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPAK4_Activator	NVS_ENZ_hPAK4_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPDE10	NVS_ENZ_hPDE10	Toxcast	regulation of catalytic activity	phosphodiesterase
NVS_ENZ_hPDE10_Activator	NVS_ENZ_hPDE10_Activator	Toxcast	regulation of catalytic activity	phosphodiesterase
NVS_ENZ_hPDE4A1	NVS_ENZ_hPDE4A1	Toxcast	regulation of catalytic activity	phosphodiesterase
NVS_ENZ_hPDE4A1_Activator	NVS_ENZ_hPDE4A1_Activator	Toxcast	regulation of catalytic activity	phosphodiesterase
NVS_ENZ_hPDE5	NVS_ENZ_hPDE5	Toxcast	regulation of catalytic activity	phosphodiesterase
NVS_ENZ_hPDE5_Activator	NVS_ENZ_hPDE5_Activator	Toxcast	regulation of catalytic activity	phosphodiesterase
NVS_ENZ_hPI3Ka	NVS_ENZ_hPI3Ka	Toxcast	regulation of catalytic activity	phosphoinositol kinase
NVS_ENZ_hPI3Ka_Activator	NVS_ENZ_hPI3Ka_Activator	Toxcast	regulation of catalytic activity	phosphoinositol kinase
NVS_ENZ_hPKA	NVS_ENZ_hPKA	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPKA_Activator	NVS_ENZ_hPKA_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPKCz	NVS_ENZ_hPKCz	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPKCz_Activator	NVS_ENZ_hPKCz_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPKD2	NVS_ENZ_hPKD2	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPKD2_Activator	NVS_ENZ_hPKD2_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hPPM1A	NVS_ENZ_hPPM1A	Toxcast	regulation of catalytic activity	serine/threonine phosphatase
NVS_ENZ_hPPM1A_Activator	NVS_ENZ_hPPM1A_Activator	Toxcast	regulation of catalytic activity	serine/threonine phosphatase
NVS_ENZ_hPPP1CA	NVS_ENZ_hPPP1CA	Toxcast	regulation of catalytic activity	serine/threonine phosphatase
NVS_ENZ_hPPP1CA_Activator	NVS_ENZ_hPPP1CA_Activator	Toxcast	regulation of catalytic activity	serine/threonine phosphatase
NVS_ENZ_hPPP2CA	NVS_ENZ_hPPP2CA	Toxcast	regulation of catalytic activity	serine/threonine phosphatase
NVS_ENZ_hPPP2CA_Activator	NVS_ENZ_hPPP2CA_Activator	Toxcast	regulation of catalytic activity	serine/threonine phosphatase
NVS_ENZ_hPTEN	NVS_ENZ_hPTEN	Toxcast	regulation of catalytic activity	dual-specific phosphatase
NVS_ENZ_hPTEN_Activator	NVS_ENZ_hPTEN_Activator	Toxcast	regulation of catalytic activity	dual-specific phosphatase
NVS_ENZ_hPTPN1	NVS_ENZ_hPTPN1	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN1_Activator	NVS_ENZ_hPTPN1_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN11	NVS_ENZ_hPTPN11	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN11_Activator	NVS_ENZ_hPTPN11_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN12	NVS_ENZ_hPTPN12	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN12_Activator	NVS_ENZ_hPTPN12_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN13	NVS_ENZ_hPTPN13	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN13_Activator	NVS_ENZ_hPTPN13_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN14	NVS_ENZ_hPTPN14	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN14_Activator	NVS_ENZ_hPTPN14_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN2	NVS_ENZ_hPTPN2	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN2_Activator	NVS_ENZ_hPTPN2_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN4	NVS_ENZ_hPTPN4	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN4_Activator	NVS_ENZ_hPTPN4_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN6	NVS_ENZ_hPTPN6	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN6_Activator	NVS_ENZ_hPTPN6_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN9	NVS_ENZ_hPTPN9	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPN9_Activator	NVS_ENZ_hPTPN9_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine phosphatase
NVS_ENZ_hPTPRB	NVS_ENZ_hPTPRB	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRB_Activator	NVS_ENZ_hPTPRB_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRC	NVS_ENZ_hPTPRC	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRC_Activator	NVS_ENZ_hPTPRC_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRF	NVS_ENZ_hPTPRF	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRF_Activator	NVS_ENZ_hPTPRF_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRM	NVS_ENZ_hPTPRM	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hPTPRM_Activator	NVS_ENZ_hPTPRM_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine phosphatase
NVS_ENZ_hRAF1	NVS_ENZ_hRAF1	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hRAF1_Activator	NVS_ENZ_hRAF1_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hROCK1	NVS_ENZ_hROCK1	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hROCK1_Activator	NVS_ENZ_hROCK1_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hSGK1	NVS_ENZ_hSGK1	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hSGK1_Activator	NVS_ENZ_hSGK1_Activator	Toxcast	regulation of catalytic activity	serine/threonine kinase
NVS_ENZ_hSIRT1	NVS_ENZ_hSIRT1	Toxcast	regulation of catalytic activity	protein deacetylase
NVS_ENZ_hSIRT1_Activator	NVS_ENZ_hSIRT1_Activator	Toxcast	regulation of catalytic activity	protein deacetylase
NVS_ENZ_hSIRT2	NVS_ENZ_hSIRT2	Toxcast	regulation of catalytic activity	protein deacetylase
NVS_ENZ_hSIRT2_Activator	NVS_ENZ_hSIRT2_Activator	Toxcast	regulation of catalytic activity	protein deacetylase
NVS_ENZ_hSIRT3	NVS_ENZ_hSIRT3	Toxcast	regulation of catalytic activity	protein deacetylase
NVS_ENZ_hSIRT3_Activator	NVS_ENZ_hSIRT3_Activator	Toxcast	regulation of catalytic activity	protein deacetylase
NVS_ENZ_hSRC	NVS_ENZ_hSRC	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hSRC_Activator	NVS_ENZ_hSRC_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hSyk	NVS_ENZ_hSyk	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hSyk_Activator	NVS_ENZ_hSyk_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hTie2	NVS_ENZ_hTie2	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hTie2_Activator	NVS_ENZ_hTie2_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hTrkA	NVS_ENZ_hTrkA	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hTrkA_Activator	NVS_ENZ_hTrkA_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hVEGFR1	NVS_ENZ_hVEGFR1	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hVEGFR1_Activator	NVS_ENZ_hVEGFR1_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hVEGFR2	NVS_ENZ_hVEGFR2	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hVEGFR2_Activator	NVS_ENZ_hVEGFR2_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hVEGFR3	NVS_ENZ_hVEGFR3	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hVEGFR3_Activator	NVS_ENZ_hVEGFR3_Activator	Toxcast	regulation of catalytic activity	receptor tyrosine kinase
NVS_ENZ_hZAP70	NVS_ENZ_hZAP70	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_hZAP70_Activator	NVS_ENZ_hZAP70_Activator	Toxcast	regulation of catalytic activity	non-receptor tyrosine kinase
NVS_ENZ_oCOX1	NVS_ENZ_oCOX1	Toxcast	regulation of catalytic activity	cyclooxygenase
NVS_ENZ_oCOX1_Activator	NVS_ENZ_oCOX1_Activator	Toxcast	regulation of catalytic activity	cyclooxygenase
NVS_ENZ_oCOX2	NVS_ENZ_oCOX2	Toxcast	regulation of catalytic activity	cyclooxygenase
NVS_ENZ_oCOX2_Activator	NVS_ENZ_oCOX2_Activator	Toxcast	regulation of catalytic activity	cyclooxygenase
NVS_ENZ_pMTHFR	NVS_ENZ_pMTHFR	Toxcast	regulation of catalytic activity	methylenetetrahydrofolate reductase
NVS_ENZ_pMTHFR_Activator	NVS_ENZ_pMTHFR_Activator	Toxcast	regulation of catalytic activity	methylenetetrahydrofolate reductase
NVS_ENZ_rabI2C	NVS_ENZ_rabI2C	Toxcast	receptor binding	imidazoline receptor
NVS_ENZ_rabI2C_Activator	NVS_ENZ_rabI2C_Activator	Toxcast	receptor binding	imidazoline receptor
NVS_ENZ_rACFSKBinding	NVS_ENZ_rACFSKBinding	Toxcast	receptor binding	adenylyl cyclase
NVS_ENZ_rACFSKBinding_Activator	NVS_ENZ_rACFSKBinding_Activator	Toxcast	receptor binding	adenylyl cyclase
NVS_ENZ_rAChE	NVS_ENZ_rAChE	Toxcast	regulation of catalytic activity	acetylcholinesterase
NVS_ENZ_rAChE_Activator	NVS_ENZ_rAChE_Activator	Toxcast	regulation of catalytic activity	acetylcholinesterase
NVS_ENZ_rCNOS	NVS_ENZ_rCNOS	Toxcast	receptor binding	nitric oxide synthase
NVS_ENZ_rCNOS_Activator	NVS_ENZ_rCNOS_Activator	Toxcast	receptor binding	nitric oxide synthase
NVS_ENZ_rCOMT	NVS_ENZ_rCOMT	Toxcast	regulation of catalytic activity	o-methyltransferase
NVS_ENZ_rCOMT_Activator	NVS_ENZ_rCOMT_Activator	Toxcast	regulation of catalytic activity	o-methyltransferase
NVS_ENZ_hDYRK1a	NVS_ENZ_hDYRK1a	Toxcast	regulation of catalytic activity	dual-specific kinase
NVS_ENZ_hDYRK1a_Activator	NVS_ENZ_hDYRK1a_Activator	Toxcast	regulation of catalytic activity	dual-specific kinase
NVS_ENZ_rMAOAC	NVS_ENZ_rMAOAC	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOAC_Activator	NVS_ENZ_rMAOAC_Activator	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOAP	NVS_ENZ_rMAOAP	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOAP_Activator	NVS_ENZ_rMAOAP_Activator	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOBC	NVS_ENZ_rMAOBC	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOBC_Activator	NVS_ENZ_rMAOBC_Activator	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOBP	NVS_ENZ_rMAOBP	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_ENZ_rMAOBP_Activator	NVS_ENZ_rMAOBP_Activator	Toxcast	regulation of catalytic activity	monoamine oxidase
NVS_GPCR_bAdoR_NonSelective	NVS_GPCR_bAdoR_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_bAT2	NVS_GPCR_bAT2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_bDR_NonSelective	NVS_GPCR_bDR_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_bH1	NVS_GPCR_bH1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_bNPY_NonSelective	NVS_GPCR_bNPY_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_g5HT4	NVS_GPCR_g5HT4	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_gANPA	NVS_GPCR_gANPA	Toxcast	receptor binding	guanylyl cyclase
NVS_GPCR_gBK2	NVS_GPCR_gBK2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_gH2	NVS_GPCR_gH2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_gLTB4	NVS_GPCR_gLTB4	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_gLTD4	NVS_GPCR_gLTD4	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_gMPeripheral_NonSelective	NVS_GPCR_gMPeripheral_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_gOpiateK	NVS_GPCR_gOpiateK	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_h5HT2A	NVS_GPCR_h5HT2A	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_h5HT5A	NVS_GPCR_h5HT5A	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_h5HT6	NVS_GPCR_h5HT6	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_h5HT7	NVS_GPCR_h5HT7	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdoRA1	NVS_GPCR_hAdoRA1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdoRA2a	NVS_GPCR_hAdoRA2a	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdra2A	NVS_GPCR_hAdra2A	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdra2C	NVS_GPCR_hAdra2C	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdrb1	NVS_GPCR_hAdrb1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdrb2	NVS_GPCR_hAdrb2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAdrb3	NVS_GPCR_hAdrb3	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hAT1	NVS_GPCR_hAT1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hC5a	NVS_GPCR_hC5a	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hDRD1	NVS_GPCR_hDRD1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hDRD2s	NVS_GPCR_hDRD2s	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hDRD4.4	NVS_GPCR_hDRD4.4	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hETA	NVS_GPCR_hETA	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hETB	NVS_GPCR_hETB	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hH1	NVS_GPCR_hH1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hLTB4_BLT1	NVS_GPCR_hLTB4_BLT1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hM1	NVS_GPCR_hM1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hM2	NVS_GPCR_hM2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hM3	NVS_GPCR_hM3	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hM4	NVS_GPCR_hM4	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hM5	NVS_GPCR_hM5	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hNK2	NVS_GPCR_hNK2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hNPY1	NVS_GPCR_hNPY1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hNPY2	NVS_GPCR_hNPY2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hNTS	NVS_GPCR_hNTS	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hOpiate_D1	NVS_GPCR_hOpiate_D1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hOpiate_mu	NVS_GPCR_hOpiate_mu	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hORL1	NVS_GPCR_hORL1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hPY2	NVS_GPCR_hPY2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hTXA2	NVS_GPCR_hTXA2	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_hV1A	NVS_GPCR_hV1A	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_mCCKAPeripheral	NVS_GPCR_mCCKAPeripheral	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_mCKKBCentral	NVS_GPCR_mCKKBCentral	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_p5HT2C	NVS_GPCR_p5HT2C	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_r5HT_NonSelective	NVS_GPCR_r5HT_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_r5HT1_NonSelective	NVS_GPCR_r5HT1_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rabPAF	NVS_GPCR_rabPAF	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rAdra1_NonSelective	NVS_GPCR_rAdra1_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rAdra1A	NVS_GPCR_rAdra1A	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rAdra1B	NVS_GPCR_rAdra1B	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rAdra2_NonSelective	NVS_GPCR_rAdra2_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rAdrb_NonSelective	NVS_GPCR_rAdrb_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rCRF	NVS_GPCR_rCRF	Toxcast	receptor binding	secretin receptor
NVS_GPCR_rGABBR	NVS_GPCR_rGABBR	Toxcast	receptor binding	metabotropic glutamate receptor
NVS_GPCR_rGalanin	NVS_GPCR_rGalanin	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rGHB	NVS_GPCR_rGHB	Toxcast	receptor binding	metabotropic glutamate receptor
NVS_GPCR_rH3	NVS_GPCR_rH3	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rmAdra2B	NVS_GPCR_rmAdra2B	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rmMGluR1	NVS_GPCR_rmMGluR1	Toxcast	receptor binding	metabotropic glutamate receptor
NVS_GPCR_rmMGluR5	NVS_GPCR_rmMGluR5	Toxcast	receptor binding	metabotropic glutamate receptor
NVS_GPCR_rNK1	NVS_GPCR_rNK1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rNK3	NVS_GPCR_rNK3	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rNTS	NVS_GPCR_rNTS	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rOpiate_NonSelective	NVS_GPCR_rOpiate_NonSelective	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rOpiate_NonSelectiveNa	NVS_GPCR_rOpiate_NonSelectiveNa	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rOXT	NVS_GPCR_rOXT	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rSST	NVS_GPCR_rSST	Toxcast	receptor binding	rhodopsin-like receptor
