V1	V1.name	V2	V2.name	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
thioacetamide	thioacetamide	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2chem	NA	NA	0	D3ZVH5	Liver_thioacetamide_High_8day_Repeat	High	8 day	NA	A7202
R-RNO-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A13330
nitrosodiethylamine	nitrosodiethylamine	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2chem	NA	NA	0	D3ZVH5	Liver_nitrosodiethylamine_High_4day_Repeat	High	4 day	NA	A6604
R-RNO-1236394	Signaling by ERBB4	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.0311387900355872	NA	NA	NA	NA	NA	NA	NA	A14777
thioacetamide	thioacetamide	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2chem	NA	NA	0	D3ZVH5	Liver_thioacetamide_Middle_29day_Repeat	Middle	29 day	NA	A7222
R-RNO-73728	RNA Polymerase I Promoter Opening	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A15369
R-RNO-1963642	PI3K events in ERBB2 signaling	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.0311387900355872	NA	NA	NA	NA	NA	NA	NA	A14771
R-RNO-198323	AKT phosphorylates targets in the cytosol	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.0320284697508897	NA	NA	NA	NA	NA	NA	NA	A15494
R-RNO-1236394	Signaling by ERBB4	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.0311387900355872	NA	NA	NA	NA	NA	NA	NA	A15594
R-RNO-427359	SIRT1 negatively regulates rRNA Expression	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A14343
R-RNO-350562	Regulation of ornithine decarboxylase (ODC)	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A13395
R-RNO-879518	Transport of organic anions	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A15465
R-RNO-212300	PRC2 methylates histones and DNA	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A14269
aflatoxin_B1	aflatoxin_B1	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2chem	NA	NA	0	D3ZVH5	Liver_aflatoxin_B1_Middle_24hr_Single	Middle	24 hr	NA	A3796
N-nitrosomorpholine	N-nitrosomorpholine	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2chem	NA	NA	0	D3ZVH5	Liver_Nnitrosomorpholine_Low_24hr_Single	Low	24 hr	NA	A6672
R-RNO-77111	Synthesis of Ketone Bodies	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A14865
nitrosodiethylamine	nitrosodiethylamine	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2chem	NA	NA	0.00565425762698705	D3ZVH5	Liver_nitrosodiethylamine_Middle_4day_Repeat	Middle	4 day	NA	A6652
R-RNO-1566977	Fibronectin matrix formation	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A14470
monocrotaline	monocrotaline	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2chem	NA	NA	0	D3ZVH5	Liver_monocrotaline_Middle_29day_Repeat	Middle	29 day	NA	A6431
R-RNO-5658442	Regulation of RAS by GAPs	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A13513
galactosamine	galactosamine	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2chem	NA	NA	0	D3ZVH5 P15791	Liver_galactosamine_Middle_24hr_Single	Middle	24 hr	NA	A5731
R-RNO-427359	SIRT1 negatively regulates rRNA Expression	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A15151
acetamidofluorene	acetamidofluorene	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2chem	NA	NA	0	D3ZVH5	Liver_acetamidofluorene_High_24hr_Single	High	24 hr	NA	A3591
R-RNO-176408	Regulation of APC/C activators between G1/S and early anaphase	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A14636
R-RNO-1358803	Downregulation of ERBB2:ERBB3 signaling	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.0302491103202847	NA	NA	NA	NA	NA	NA	NA	A14710
R-RNO-3065679	SUMO is proteolytically processed	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A14050
R-RNO-1250342	PI3K events in ERBB4 signaling	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.0311387900355872	NA	NA	NA	NA	NA	NA	NA	A15581
acetamidofluorene	acetamidofluorene	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2chem	NA	NA	0	D3ZVH5	Liver_acetamidofluorene_Low_24hr_Single	Low	24 hr	NA	A3634
R-RNO-69563	p53-Dependent G1 DNA Damage Response	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A14480
R-RNO-844456	The NLRP3 inflammasome	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A14416
R-RNO-5668541	TNFR2 non-canonical NF-kB pathway	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12258
R-RNO-199418	Negative regulation of the PI3K/AKT network	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.0177935943060498	NA	NA	NA	NA	NA	NA	NA	A14794
bortezomib	bortezomib	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2chem	NA	NA	0	D3ZVH5	Liver_bortezomib_Middle_3hr_Single	Middle	3 hr	NA	A4204
R-RNO-166662	Lectin pathway of complement activation	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12535
R-RNO-77111	Synthesis of Ketone Bodies	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A13695
R-RNO-69563	p53-Dependent G1 DNA Damage Response	R-RNO-399719	Trafficking of AMPA receptors	Repeat	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A15290
R-RNO-5358346	Hedgehog ligand biogenesis	R-RNO-399719	Trafficking of AMPA receptors	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A13456
NVS_ENZ_hFyn	NVS_ENZ_hFyn	R-RNO-399954	Sema3A PAK dependent Axon repulsion	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19089
NVS_ENZ_hPAK2	NVS_ENZ_hPAK2	R-RNO-399954	Sema3A PAK dependent Axon repulsion	NA	TCHum2ReactRat	NA	NA	NA	Q13177	NA	NA	NA	NA	A19086
bortezomib	bortezomib	R-RNO-399954	Sema3A PAK dependent Axon repulsion	Single	reactome2chem	NA	NA	0	D3ZWP6 P34058 P45592 P82995 Q64303 Q6RUV5	Liver_bortezomib_High_9hr_Single	High	9 hr	NA	A4197
NVS_ENZ_hFyn_Activator	NVS_ENZ_hFyn_Activator	R-RNO-399954	Sema3A PAK dependent Axon repulsion	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19087
NVS_ENZ_hPAK2_Activator	NVS_ENZ_hPAK2_Activator	R-RNO-399954	Sema3A PAK dependent Axon repulsion	NA	TCHum2ReactRat	NA	NA	NA	Q13177	NA	NA	NA	NA	A19088
NVS_ENZ_hFyn	NVS_ENZ_hFyn	R-RNO-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19091
NVS_ENZ_hFyn_Activator	NVS_ENZ_hFyn_Activator	R-RNO-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19090
NVS_ENZ_hGSK3b_Activator	NVS_ENZ_hGSK3b_Activator	R-RNO-399956	CRMPs in Sema3A signaling	NA	TCHum2ReactRat	NA	NA	NA	P49841	NA	NA	NA	NA	A19095
NVS_ENZ_hGSK3b	NVS_ENZ_hGSK3b	R-RNO-399956	CRMPs in Sema3A signaling	NA	TCHum2ReactRat	NA	NA	NA	P49841	NA	NA	NA	NA	A19093
NVS_ENZ_hFyn_Activator	NVS_ENZ_hFyn_Activator	R-RNO-399956	CRMPs in Sema3A signaling	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19092
NVS_ENZ_hFyn	NVS_ENZ_hFyn	R-RNO-399956	CRMPs in Sema3A signaling	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19094
NVS_GPCR_hM3	NVS_GPCR_hM3	R-RNO-399997	Acetylcholine regulates insulin secretion	NA	TCHum2ReactRat	NA	NA	NA	P20309	NA	NA	NA	NA	A19096
NVS_GPCR_hAdra2C	NVS_GPCR_hAdra2C	R-RNO-400042	Adrenaline,noradrenaline inhibits insulin secretion	NA	TCHum2ReactRat	NA	NA	NA	P18825	NA	NA	NA	NA	A19097
NVS_GPCR_hAdra2A	NVS_GPCR_hAdra2A	R-RNO-400042	Adrenaline,noradrenaline inhibits insulin secretion	NA	TCHum2ReactRat	NA	NA	NA	P08913	NA	NA	NA	NA	A19098
NVS_ENZ_hHDAC3_Activator	NVS_ENZ_hHDAC3_Activator	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	O15379	NA	NA	NA	NA	A19100
OT_NURR1_NURR1RXRa_1440	OT_NURR1_NURR1RXRa_1440	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	P19793	NA	NA	NA	NA	A19106
NVS_ENZ_hHDAC3	NVS_ENZ_hHDAC3	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	O15379	NA	NA	NA	NA	A19105
OT_NURR1_NURR1RXRa_0480	OT_NURR1_NURR1RXRa_0480	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	P19793	NA	NA	NA	NA	A19102
ATG_PPRE_CIS_up	ATG_PPRE_CIS_up	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	Q07869	NA	NA	NA	NA	A19103
NVS_NR_hPPARa	NVS_NR_hPPARa	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	Q07869	NA	NA	NA	NA	A19104
ATG_PPARa_TRANS_up	ATG_PPARa_TRANS_up	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	Q07869	NA	NA	NA	NA	A19099
ATG_RXRa_TRANS_up	ATG_RXRa_TRANS_up	R-RNO-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	NA	TCHum2ReactRat	NA	NA	NA	P19793	NA	NA	NA	NA	A19101
NVS_ENZ_hSIRT1_Activator	NVS_ENZ_hSIRT1_Activator	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	Q96EB6	NA	NA	NA	NA	A19116
ATG_RXRa_TRANS_up	ATG_RXRa_TRANS_up	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P19793	NA	NA	NA	NA	A19115
NVS_ENZ_hPPP1CA_Activator	NVS_ENZ_hPPP1CA_Activator	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P62136	NA	NA	NA	NA	A19108
ATG_HIF1a_CIS_up	ATG_HIF1a_CIS_up	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	Q16665	NA	NA	NA	NA	A19112
OT_NURR1_NURR1RXRa_0480	OT_NURR1_NURR1RXRa_0480	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P19793	NA	NA	NA	NA	A19113
NVS_ENZ_hPPP1CA	NVS_ENZ_hPPP1CA	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P62136	NA	NA	NA	NA	A19107
NVS_NR_hPPARa	NVS_NR_hPPARa	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	Q07869	NA	NA	NA	NA	A19122
ATG_PPARa_TRANS_up	ATG_PPARa_TRANS_up	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	Q07869	NA	NA	NA	NA	A19121
ATG_RORE_CIS_up	ATG_RORE_CIS_up	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P35398	NA	NA	NA	NA	A19119
NVS_ENZ_hCK1D_Activator	NVS_ENZ_hCK1D_Activator	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P48730	NA	NA	NA	NA	A19120
NVS_ENZ_hSIRT1	NVS_ENZ_hSIRT1	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	Q96EB6	NA	NA	NA	NA	A19117
NVS_ENZ_hHDAC3_Activator	NVS_ENZ_hHDAC3_Activator	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	O15379	NA	NA	NA	NA	A19110
NVS_ENZ_hHDAC3	NVS_ENZ_hHDAC3	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	O15379	NA	NA	NA	NA	A19109
OT_NURR1_NURR1RXRa_1440	OT_NURR1_NURR1RXRa_1440	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P19793	NA	NA	NA	NA	A19111
NVS_ENZ_hCK1D	NVS_ENZ_hCK1D	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	P48730	NA	NA	NA	NA	A19114
ATG_PPRE_CIS_up	ATG_PPRE_CIS_up	R-RNO-400253	Circadian Clock	NA	TCHum2ReactRat	NA	NA	NA	Q07869	NA	NA	NA	NA	A19118
ATG_Pax6_CIS_up	ATG_Pax6_CIS_up	R-RNO-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	NA	TCHum2ReactRat	NA	NA	NA	P26367	NA	NA	NA	NA	A19123
ATG_TCF_b_cat_CIS_up	ATG_TCF_b_cat_CIS_up	R-RNO-4086398	Ca2+ pathway	NA	TCHum2ReactRat	NA	NA	NA	P36402	NA	NA	NA	NA	A19124
ATG_TCF_b_cat_CIS_up	ATG_TCF_b_cat_CIS_up	R-RNO-4086398	Ca2+ pathway	NA	TCHum2ReactRat	NA	NA	NA	Q9HCS4	NA	NA	NA	NA	A19126
ATG_TCF_b_cat_CIS_up	ATG_TCF_b_cat_CIS_up	R-RNO-4086398	Ca2+ pathway	NA	TCHum2ReactRat	NA	NA	NA	Q9UJU2	NA	NA	NA	NA	A19125
ATG_TCF_b_cat_CIS_up	ATG_TCF_b_cat_CIS_up	R-RNO-4086398	Ca2+ pathway	NA	TCHum2ReactRat	NA	NA	NA	Q9NQB0	NA	NA	NA	NA	A19127
NVS_GPCR_hM3	NVS_GPCR_hM3	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P20309	NA	NA	NA	NA	A19129
NVS_GPCR_h5HT2A	NVS_GPCR_h5HT2A	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P28223	NA	NA	NA	NA	A19141
NVS_GPCR_hNTS	NVS_GPCR_hNTS	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P30989	NA	NA	NA	NA	A19134
NVS_ENZ_hPI3Ka	NVS_ENZ_hPI3Ka	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P42336	NA	NA	NA	NA	A19137
NVS_GPCR_hNK2	NVS_GPCR_hNK2	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P21452	NA	NA	NA	NA	A19138
NVS_GPCR_hPY2	NVS_GPCR_hPY2	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P47900	NA	NA	NA	NA	A19132
NVS_GPCR_hAT1	NVS_GPCR_hAT1	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P30556	NA	NA	NA	NA	A19135
NVS_GPCR_hLTB4_BLT1	NVS_GPCR_hLTB4_BLT1	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q15722	NA	NA	NA	NA	A19136
NVS_GPCR_hETB	NVS_GPCR_hETB	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P24530	NA	NA	NA	NA	A19139
BSK_CASM3C_SAA_down	BSK_CASM3C_SAA_down	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P0DJI8	NA	NA	NA	NA	A19143
NVS_GPCR_hM1	NVS_GPCR_hM1	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P11229	NA	NA	NA	NA	A19128
BSK_CASM3C_SAA_up	BSK_CASM3C_SAA_up	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P0DJI8	NA	NA	NA	NA	A19140
famotidine	famotidine	R-RNO-416476	G alpha (q) signalling events	Repeat	reactome2chem	NA	NA	0.0436822885999084	M0RC47 P26684	Liver_famotidine_Middle_29day_Repeat	Middle	29 day	NA	A5510
NVS_ENZ_hPI3Ka_Activator	NVS_ENZ_hPI3Ka_Activator	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P42336	NA	NA	NA	NA	A19145
NVS_GPCR_hETA	NVS_GPCR_hETA	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P25101	NA	NA	NA	NA	A19144
NVS_GPCR_hV1A	NVS_GPCR_hV1A	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P37288	NA	NA	NA	NA	A19131
NVS_GPCR_hM5	NVS_GPCR_hM5	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P08912	NA	NA	NA	NA	A19133
NVS_GPCR_hH1	NVS_GPCR_hH1	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P35367	NA	NA	NA	NA	A19130
perhexiline	perhexiline	R-RNO-416476	G alpha (q) signalling events	Repeat	reactome2chem	NA	NA	0.0242914508387888	P26684	Liver_perhexiline_High_15day_Repeat	High	15 day	NA	A6733
NVS_GPCR_hTXA2	NVS_GPCR_hTXA2	R-RNO-416476	G alpha (q) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P21731	NA	NA	NA	NA	A19142
NVS_ENZ_hROCK1	NVS_ENZ_hROCK1	R-RNO-416482	G alpha (12/13) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q13464	NA	NA	NA	NA	A19149
NVS_ENZ_hPI3Ka	NVS_ENZ_hPI3Ka	R-RNO-416482	G alpha (12/13) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P42336	NA	NA	NA	NA	A19146
NVS_ENZ_hPI3Ka_Activator	NVS_ENZ_hPI3Ka_Activator	R-RNO-416482	G alpha (12/13) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P42336	NA	NA	NA	NA	A19148
NVS_GPCR_hTXA2	NVS_GPCR_hTXA2	R-RNO-416482	G alpha (12/13) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P21731	NA	NA	NA	NA	A19147
NVS_ENZ_hROCK1_Activator	NVS_ENZ_hROCK1_Activator	R-RNO-416482	G alpha (12/13) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q13464	NA	NA	NA	NA	A19150
NVS_ENZ_hMet_Activator	NVS_ENZ_hMet_Activator	R-RNO-416550	Sema4D mediated inhibition of cell attachment and migration	NA	TCHum2ReactRat	NA	NA	NA	P08581	NA	NA	NA	NA	A19151
NVS_ENZ_hMet	NVS_ENZ_hMet	R-RNO-416550	Sema4D mediated inhibition of cell attachment and migration	NA	TCHum2ReactRat	NA	NA	NA	P08581	NA	NA	NA	NA	A19152
NVS_ENZ_hROCK1	NVS_ENZ_hROCK1	R-RNO-416572	Sema4D induced cell migration and growth-cone collapse	NA	TCHum2ReactRat	NA	NA	NA	Q13464	NA	NA	NA	NA	A19154
NVS_ENZ_hROCK1_Activator	NVS_ENZ_hROCK1_Activator	R-RNO-416572	Sema4D induced cell migration and growth-cone collapse	NA	TCHum2ReactRat	NA	NA	NA	Q13464	NA	NA	NA	NA	A19153
NVS_ENZ_hPTPRC	NVS_ENZ_hPTPRC	R-RNO-416700	Other semaphorin interactions	NA	TCHum2ReactRat	NA	NA	NA	P08575	NA	NA	NA	NA	A19155
NVS_ENZ_hPTPRC_Activator	NVS_ENZ_hPTPRC_Activator	R-RNO-416700	Other semaphorin interactions	NA	TCHum2ReactRat	NA	NA	NA	P08575	NA	NA	NA	NA	A19156
NVS_GPCR_hPY2	NVS_GPCR_hPY2	R-RNO-417957	P2Y receptors	NA	TCHum2ReactRat	NA	NA	NA	P47900	NA	NA	NA	NA	A19157
NVS_GPCR_hAdoRA2a	NVS_GPCR_hAdoRA2a	R-RNO-417973	Adenosine P1 receptors	NA	TCHum2ReactRat	NA	NA	NA	P29274	NA	NA	NA	NA	A19159
NVS_GPCR_hAdoRA1	NVS_GPCR_hAdoRA1	R-RNO-417973	Adenosine P1 receptors	NA	TCHum2ReactRat	NA	NA	NA	P30542	NA	NA	NA	NA	A19158
NVS_ENZ_hPDE10	NVS_ENZ_hPDE10	R-RNO-418457	cGMP effects	NA	TCHum2ReactRat	NA	NA	NA	Q9Y233	NA	NA	NA	NA	A19160
NVS_ENZ_hPDE5	NVS_ENZ_hPDE5	R-RNO-418457	cGMP effects	NA	TCHum2ReactRat	NA	NA	NA	O76074	NA	NA	NA	NA	A19162
NVS_ENZ_hPDE5_Activator	NVS_ENZ_hPDE5_Activator	R-RNO-418457	cGMP effects	NA	TCHum2ReactRat	NA	NA	NA	O76074	NA	NA	NA	NA	A19163
NVS_ENZ_hPDE10_Activator	NVS_ENZ_hPDE10_Activator	R-RNO-418457	cGMP effects	NA	TCHum2ReactRat	NA	NA	NA	Q9Y233	NA	NA	NA	NA	A19161
BSK_LPS_PGE2_down	BSK_LPS_PGE2_down	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P43116	NA	NA	NA	NA	A19176
NVS_ENZ_hPDE10_Activator	NVS_ENZ_hPDE10_Activator	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q9Y233	NA	NA	NA	NA	A19170
NVS_GPCR_hAdrb2	NVS_GPCR_hAdrb2	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P07550	NA	NA	NA	NA	A19175
NVS_ENZ_hPDE10	NVS_ENZ_hPDE10	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q9Y233	NA	NA	NA	NA	A19169
NVS_ENZ_hPDE4A1_Activator	NVS_ENZ_hPDE4A1_Activator	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P27815	NA	NA	NA	NA	A19172
NVS_GPCR_hDRD1	NVS_GPCR_hDRD1	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P21728	NA	NA	NA	NA	A19164
NVS_GPCR_hAdrb1	NVS_GPCR_hAdrb1	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P08588	NA	NA	NA	NA	A19173
NVS_GPCR_h5HT6	NVS_GPCR_h5HT6	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P50406	NA	NA	NA	NA	A19166
NVS_GPCR_hAdoRA2a	NVS_GPCR_hAdoRA2a	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P29274	NA	NA	NA	NA	A19165
NVS_GPCR_h5HT7	NVS_GPCR_h5HT7	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P34969	NA	NA	NA	NA	A19171
NVS_GPCR_hAdrb3	NVS_GPCR_hAdrb3	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P13945	NA	NA	NA	NA	A19167
NVS_ENZ_hPDE4A1	NVS_ENZ_hPDE4A1	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P27815	NA	NA	NA	NA	A19168
BSK_LPS_PGE2_up	BSK_LPS_PGE2_up	R-RNO-418555	G alpha (s) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P43116	NA	NA	NA	NA	A19174
NVS_GPCR_hPY2	NVS_GPCR_hPY2	R-RNO-418592	ADP signalling through P2Y purinoceptor 1	NA	TCHum2ReactRat	NA	NA	NA	P47900	NA	NA	NA	NA	A19177
BSK_hDFCGF_IL8_down	BSK_hDFCGF_IL8_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19203
BSK_BE3C_IP10_down	BSK_BE3C_IP10_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P02778	NA	NA	NA	NA	A19190
BSK_BE3C_MIG_down	BSK_BE3C_MIG_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19210
BSK_BE3C_MIG_up	BSK_BE3C_MIG_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19216
BSK_CASM3C_SAA_up	BSK_CASM3C_SAA_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P0DJI8	NA	NA	NA	NA	A19206
BSK_hDFCGF_MIG_down	BSK_hDFCGF_MIG_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19219
