NAME	BARCODE	TEST_TYPE	SINGLE_REPEAT_TYPE	ADMINISTRATION_ROUTE_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_LEVEL	CATEGORY	VALUE
14540	THIORIDAZINE	3017051010	in vivo	Single	Gavage	9 hr	10	Low	MECHANISM	Block neural transmission
14541	THIORIDAZINE	3017051007	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Block neural transmission
14542	THIORIDAZINE	3017070018	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Block neural transmission
14543	THIORIDAZINE	3017070028	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Block neural transmission
14544	THIORIDAZINE	3017051019	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Block neural transmission
14545	THIORIDAZINE	3017051020	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Block neural transmission
14546	THIORIDAZINE	3017048030	in vivo	Single	Gavage	3 hr	10	Low	MECHANISM	Block neural transmission
14547	THIORIDAZINE	3017049004	in vivo	Single	Gavage	3 hr	30	Middle	MECHANISM	Block neural transmission
14548	THIORIDAZINE	3017049005	in vivo	Single	Gavage	3 hr	30	Middle	MECHANISM	Block neural transmission
14549	THIORIDAZINE	3017070023	in vivo	Repeat	Gavage	4 day	30	Middle	MECHANISM	Block neural transmission
14550	THIORIDAZINE	3017070024	in vivo	Repeat	Gavage	4 day	30	Middle	MECHANISM	Block neural transmission
14551	THIORIDAZINE	3017072002	in vivo	Repeat	Gavage	8 day	30	Middle	MECHANISM	Block neural transmission
14552	THIORIDAZINE	3017072003	in vivo	Repeat	Gavage	8 day	30	Middle	MECHANISM	Block neural transmission
14553	THIORIDAZINE	3017072004	in vivo	Repeat	Gavage	8 day	30	Middle	MECHANISM	Block neural transmission
14554	THIORIDAZINE	3017086022	in vivo	Repeat	Gavage	15 day	30	Middle	MECHANISM	Block neural transmission
14555	THIORIDAZINE	3017051008	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Block neural transmission
14556	THIORIDAZINE	3017051018	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Block neural transmission
14557	THIORIDAZINE	3017051022	in vivo	Single	Gavage	24 hr	10	Low	MECHANISM	Block neural transmission
14558	THIORIDAZINE	3017051023	in vivo	Single	Gavage	24 hr	10	Low	MECHANISM	Block neural transmission
14559	THIORIDAZINE	3017049003	in vivo	Single	Gavage	3 hr	30	Middle	MECHANISM	Block neural transmission
14560	THIORIDAZINE	3017070025	in vivo	Repeat	Gavage	4 day	100	High	MECHANISM	Block neural transmission
14561	THIORIDAZINE	3017070026	in vivo	Repeat	Gavage	4 day	100	High	MECHANISM	Block neural transmission
14562	THIORIDAZINE	3017070027	in vivo	Repeat	Gavage	4 day	100	High	MECHANISM	Block neural transmission
14563	THIORIDAZINE	3017072005	in vivo	Repeat	Gavage	8 day	100	High	MECHANISM	Block neural transmission
14564	THIORIDAZINE	3017072006	in vivo	Repeat	Gavage	8 day	100	High	MECHANISM	Block neural transmission
14565	THIORIDAZINE	3017072007	in vivo	Repeat	Gavage	8 day	100	High	MECHANISM	Block neural transmission
14566	THIORIDAZINE	3017086025	in vivo	Repeat	Gavage	15 day	100	High	MECHANISM	Block neural transmission
14567	THIORIDAZINE	3017070029	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Block neural transmission
14568	THIORIDAZINE	3017086023	in vivo	Repeat	Gavage	15 day	30	Middle	MECHANISM	Block neural transmission
14569	THIORIDAZINE	3017086024	in vivo	Repeat	Gavage	15 day	30	Middle	MECHANISM	Block neural transmission
14570	THIORIDAZINE	3017087004	in vivo	Repeat	Gavage	29 day	30	Middle	MECHANISM	Block neural transmission
14571	THIORIDAZINE	3017087005	in vivo	Repeat	Gavage	29 day	30	Middle	MECHANISM	Block neural transmission
14572	THIORIDAZINE	3017087006	in vivo	Repeat	Gavage	29 day	30	Middle	MECHANISM	Block neural transmission
14573	THIORIDAZINE	3017086029	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Block neural transmission
14574	THIORIDAZINE	3017122003	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Block neural transmission
14575	THIORIDAZINE	3017070019	in vivo	Repeat	Gavage	4 day	10	Low	MECHANISM	Block neural transmission
14576	THIORIDAZINE	3017070020	in vivo	Repeat	Gavage	4 day	10	Low	MECHANISM	Block neural transmission
14577	THIORIDAZINE	3017070021	in vivo	Repeat	Gavage	4 day	10	Low	MECHANISM	Block neural transmission
14578	THIORIDAZINE	3017071001	in vivo	Repeat	Gavage	8 day	10	Low	MECHANISM	Block neural transmission
14579	THIORIDAZINE	3017071002	in vivo	Repeat	Gavage	8 day	10	Low	MECHANISM	Block neural transmission
14580	THIORIDAZINE	3017072001	in vivo	Repeat	Gavage	8 day	10	Low	MECHANISM	Block neural transmission
14581	THIORIDAZINE	3017070030	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Block neural transmission
14582	THIORIDAZINE	3017086016	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Block neural transmission
14583	THIORIDAZINE	3017086017	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Block neural transmission
14584	THIORIDAZINE	3017086018	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Block neural transmission
14585	THIORIDAZINE	3017086028	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Block neural transmission
14586	THIORIDAZINE	3017087002	in vivo	Repeat	Gavage	29 day	10	Low	MECHANISM	Block neural transmission
14587	THIORIDAZINE	3017087003	in vivo	Repeat	Gavage	29 day	10	Low	MECHANISM	Block neural transmission
14588	THIORIDAZINE	3017070022	in vivo	Repeat	Gavage	4 day	30	Middle	MECHANISM	Block neural transmission
14589	THIORIDAZINE	3017048027	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Block neural transmission
14590	THIORIDAZINE	3017048028	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Block neural transmission
14591	THIORIDAZINE	3017048029	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Block neural transmission
14592	THIORIDAZINE	3017051015	in vivo	Single	Gavage	9 hr	100	High	MECHANISM	Block neural transmission
14593	THIORIDAZINE	3017051016	in vivo	Single	Gavage	9 hr	100	High	MECHANISM	Block neural transmission
14594	THIORIDAZINE	3017051017	in vivo	Single	Gavage	9 hr	100	High	MECHANISM	Block neural transmission
14595	THIORIDAZINE	3017051027	in vivo	Single	Gavage	24 hr	100	High	MECHANISM	Block neural transmission
14596	THIORIDAZINE	3017051028	in vivo	Single	Gavage	24 hr	100	High	MECHANISM	Block neural transmission
14597	THIORIDAZINE	3017051029	in vivo	Single	Gavage	24 hr	100	High	MECHANISM	Block neural transmission
14598	THIORIDAZINE	3017051021	in vivo	Single	Gavage	24 hr	10	Low	MECHANISM	Block neural transmission
14599	THIORIDAZINE	3017087008	in vivo	Repeat	Gavage	29 day	100	High	MECHANISM	Block neural transmission
14600	THIORIDAZINE	3017134025	in vivo	Repeat	Gavage	29 day	100	High	MECHANISM	Block neural transmission
14601	THIORIDAZINE	3017049007	in vivo	Single	Gavage	3 hr	100	High	MECHANISM	Block neural transmission
14602	THIORIDAZINE	3017049008	in vivo	Single	Gavage	3 hr	100	High	MECHANISM	Block neural transmission
14603	THIORIDAZINE	3017049018	in vivo	Single	Gavage	6 hr	100	High	MECHANISM	Block neural transmission
14604	THIORIDAZINE	3017049019	in vivo	Single	Gavage	6 hr	100	High	MECHANISM	Block neural transmission
14605	THIORIDAZINE	3017049020	in vivo	Single	Gavage	6 hr	100	High	MECHANISM	Block neural transmission
14606	THIORIDAZINE	3017049017	in vivo	Single	Gavage	6 hr	30	Middle	MECHANISM	Block neural transmission
14607	THIORIDAZINE	3017051012	in vivo	Single	Gavage	9 hr	30	Middle	MECHANISM	Block neural transmission
14608	THIORIDAZINE	3017051013	in vivo	Single	Gavage	9 hr	30	Middle	MECHANISM	Block neural transmission
14609	THIORIDAZINE	3017086026	in vivo	Repeat	Gavage	15 day	100	High	MECHANISM	Block neural transmission
14610	THIORIDAZINE	3017051011	in vivo	Single	Gavage	9 hr	10	Low	MECHANISM	Block neural transmission
14611	THIORIDAZINE	3017051025	in vivo	Single	Gavage	24 hr	30	Middle	MECHANISM	Block neural transmission
14612	THIORIDAZINE	3017051026	in vivo	Single	Gavage	24 hr	30	Middle	MECHANISM	Block neural transmission
14613	THIORIDAZINE	3017049006	in vivo	Single	Gavage	3 hr	100	High	MECHANISM	Block neural transmission
14614	THIORIDAZINE	3017087001	in vivo	Repeat	Gavage	29 day	10	Low	MECHANISM	Block neural transmission
14615	THIORIDAZINE	3017051024	in vivo	Single	Gavage	24 hr	30	Middle	MECHANISM	Block neural transmission
14616	THIORIDAZINE	3017086027	in vivo	Repeat	Gavage	15 day	100	High	MECHANISM	Block neural transmission
14617	THIORIDAZINE	3017087007	in vivo	Repeat	Gavage	29 day	100	High	MECHANISM	Block neural transmission
14618	THIORIDAZINE	3017051014	in vivo	Single	Gavage	9 hr	30	Middle	MECHANISM	Block neural transmission
14619	THIORIDAZINE	3017086019	in vivo	Repeat	Gavage	15 day	10	Low	MECHANISM	Block neural transmission
14620	THIORIDAZINE	3017086021	in vivo	Repeat	Gavage	15 day	10	Low	MECHANISM	Block neural transmission
14621	THIORIDAZINE	3017086020	in vivo	Repeat	Gavage	15 day	10	Low	MECHANISM	Block neural transmission
14622	TICLOPIDINE	3017538021	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14623	TICLOPIDINE	3017538022	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14624	TICLOPIDINE	3017539004	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14625	TICLOPIDINE	3017539005	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14626	TICLOPIDINE	3017538023	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14627	TICLOPIDINE	3017537017	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14628	TICLOPIDINE	3017567020	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Inhibit platelet aggregation
14629	TICLOPIDINE	3017537006	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Inhibit platelet aggregation
14630	TICLOPIDINE	3017539003	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14631	TICLOPIDINE	3017539008	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Inhibit platelet aggregation
14632	TICLOPIDINE	3017538020	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Inhibit platelet aggregation
14633	TICLOPIDINE	3017539006	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Inhibit platelet aggregation
14634	TICLOPIDINE	3017539007	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Inhibit platelet aggregation
14635	TICLOPIDINE	3017539002	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Inhibit platelet aggregation
14636	TICLOPIDINE	3017537003	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14637	TICLOPIDINE	3017538030	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Inhibit platelet aggregation
14638	TICLOPIDINE	3017539001	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Inhibit platelet aggregation
14639	TICLOPIDINE	3017537016	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14640	TICLOPIDINE	3017538026	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Inhibit platelet aggregation
14641	TICLOPIDINE	3017507026	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14642	TICLOPIDINE	3017553028	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14643	TICLOPIDINE	3017553029	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14644	TICLOPIDINE	3017502010	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14645	TICLOPIDINE	3017502011	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14646	TICLOPIDINE	3017502012	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14647	TICLOPIDINE	3017502022	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14648	TICLOPIDINE	3017502023	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14649	TICLOPIDINE	3017537007	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Inhibit platelet aggregation
14650	TICLOPIDINE	3017537005	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14651	TICLOPIDINE	3017537015	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14652	TICLOPIDINE	3017507015	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14653	TICLOPIDINE	3017553025	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14654	TICLOPIDINE	3017507029	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14655	TICLOPIDINE	3017507030	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14656	TICLOPIDINE	3017502013	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14657	TICLOPIDINE	3017502015	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14658	TICLOPIDINE	3017558006	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14659	TICLOPIDINE	3017502025	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14660	TICLOPIDINE	3017502026	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14661	TICLOPIDINE	3017502027	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14662	TICLOPIDINE	3017507019	in vivo	Single	Gavage	3 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14663	TICLOPIDINE	3017537004	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Inhibit platelet aggregation
14664	TICLOPIDINE	3017507013	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14665	TICLOPIDINE	3017537020	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Inhibit platelet aggregation
14666	TICLOPIDINE	3017538025	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Inhibit platelet aggregation
14667	TICLOPIDINE	3017507021	in vivo	Single	Gavage	3 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14668	TICLOPIDINE	3017508001	in vivo	Single	Gavage	6 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14669	TICLOPIDINE	3017508002	in vivo	Single	Gavage	6 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14670	TICLOPIDINE	3017553030	in vivo	Single	Gavage	6 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14671	TICLOPIDINE	3017502016	in vivo	Single	Gavage	9 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14672	TICLOPIDINE	3017502017	in vivo	Single	Gavage	9 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14673	TICLOPIDINE	3017502018	in vivo	Single	Gavage	9 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14674	TICLOPIDINE	3017502028	in vivo	Single	Gavage	24 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14675	TICLOPIDINE	3017502029	in vivo	Single	Gavage	24 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14676	TICLOPIDINE	3017502030	in vivo	Single	Gavage	24 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14677	TICLOPIDINE	3017507023	in vivo	Single	Gavage	3 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14678	TICLOPIDINE	3017507024	in vivo	Single	Gavage	3 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14679	TICLOPIDINE	3017553027	in vivo	Single	Gavage	3 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14680	TICLOPIDINE	3017508004	in vivo	Single	Gavage	6 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14681	TICLOPIDINE	3017508005	in vivo	Single	Gavage	6 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14682	TICLOPIDINE	3017508006	in vivo	Single	Gavage	6 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14683	TICLOPIDINE	3017502019	in vivo	Single	Gavage	9 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14684	TICLOPIDINE	3017502020	in vivo	Single	Gavage	9 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14685	TICLOPIDINE	3017502021	in vivo	Single	Gavage	9 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14686	TICLOPIDINE	3017503001	in vivo	Single	Gavage	24 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14687	TICLOPIDINE	3017503002	in vivo	Single	Gavage	24 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14688	TICLOPIDINE	3017503003	in vivo	Single	Gavage	24 hr	1000	High	MECHANISM	Inhibit platelet aggregation
14689	TICLOPIDINE	3017502024	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit platelet aggregation
14690	TICLOPIDINE	3017507017	in vivo	Single	Gavage	3 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14691	TICLOPIDINE	3017507018	in vivo	Single	Gavage	3 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14692	TICLOPIDINE	3017553026	in vivo	Single	Gavage	3 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14693	TICLOPIDINE	3017507028	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Inhibit platelet aggregation
14694	TICLOPIDINE	3017536027	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit platelet aggregation
14695	TICLOPIDINE	3017536028	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit platelet aggregation
14696	TICLOPIDINE	3017536029	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit platelet aggregation
14697	TICLOPIDINE	3017537009	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit platelet aggregation
14698	TICLOPIDINE	3017537010	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit platelet aggregation
14699	TICLOPIDINE	3017537011	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit platelet aggregation
14700	TICLOPIDINE	3017538015	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit platelet aggregation
14701	TICLOPIDINE	3017538016	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit platelet aggregation
14702	TICLOPIDINE	3017538017	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit platelet aggregation
14703	TICLOPIDINE	3017538027	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit platelet aggregation
14704	TICLOPIDINE	3017538028	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit platelet aggregation
14705	TICLOPIDINE	3017538029	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit platelet aggregation
14706	TICLOPIDINE	3017536030	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Inhibit platelet aggregation
14707	TICLOPIDINE	3017537001	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Inhibit platelet aggregation
14708	TICLOPIDINE	3017537002	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Inhibit platelet aggregation
14709	TICLOPIDINE	3017537012	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Inhibit platelet aggregation
14710	TICLOPIDINE	3017537013	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Inhibit platelet aggregation
14711	TICLOPIDINE	3017537014	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Inhibit platelet aggregation
14712	TICLOPIDINE	3017538018	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Inhibit platelet aggregation
14713	TICLOPIDINE	3017538019	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Inhibit platelet aggregation
14714	TICLOPIDINE	3017537008	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Inhibit platelet aggregation
14715	TICLOPIDINE	3017537018	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Inhibit platelet aggregation
14716	TICLOPIDINE	3017537019	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Inhibit platelet aggregation
14717	TICLOPIDINE	3017507020	in vivo	Single	Gavage	3 hr	300	Middle	MECHANISM	Inhibit platelet aggregation
14814	TOLBUTAMIDE	3017345010	in vivo	Repeat	Gavage	29 day	1000	High	MECHANISM	Trigger insulin release in pancreatic beta cells
14815	TOLBUTAMIDE	3017380008	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14816	TOLBUTAMIDE	3017380009	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14817	TOLBUTAMIDE	3017380010	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14818	TOLBUTAMIDE	3017379018	in vivo	Single	Gavage	6 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14819	TOLBUTAMIDE	3017379019	in vivo	Single	Gavage	6 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14820	TOLBUTAMIDE	3017379029	in vivo	Single	Gavage	9 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14821	TOLBUTAMIDE	3017379030	in vivo	Single	Gavage	9 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14822	TOLBUTAMIDE	3017380001	in vivo	Single	Gavage	9 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14823	TOLBUTAMIDE	3017380011	in vivo	Single	Gavage	24 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14824	TOLBUTAMIDE	3017380012	in vivo	Single	Gavage	24 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14825	TOLBUTAMIDE	3017380013	in vivo	Single	Gavage	24 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14826	TOLBUTAMIDE	3017379008	in vivo	Single	Gavage	3 hr	1000	High	MECHANISM	Trigger insulin release in pancreatic beta cells
14827	TOLBUTAMIDE	3017379005	in vivo	Single	Gavage	3 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14828	TOLBUTAMIDE	3017379006	in vivo	Single	Gavage	3 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14829	TOLBUTAMIDE	3017379007	in vivo	Single	Gavage	3 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14830	TOLBUTAMIDE	3017379017	in vivo	Single	Gavage	6 hr	300	Middle	MECHANISM	Trigger insulin release in pancreatic beta cells
14831	TOLBUTAMIDE	3017378030	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14832	TOLBUTAMIDE	3017379001	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14833	TOLBUTAMIDE	3017379011	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14834	TOLBUTAMIDE	3017379012	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14835	TOLBUTAMIDE	3017379013	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14836	TOLBUTAMIDE	3017379023	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14837	TOLBUTAMIDE	3017379024	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14838	TOLBUTAMIDE	3017410002	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14839	TOLBUTAMIDE	3017380005	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14840	TOLBUTAMIDE	3017380006	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14841	TOLBUTAMIDE	3017380007	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14842	TOLBUTAMIDE	3017379002	in vivo	Single	Gavage	3 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14843	TOLBUTAMIDE	3017378029	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14844	TOLBUTAMIDE	3017379004	in vivo	Single	Gavage	3 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14845	TOLBUTAMIDE	3017379014	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14846	TOLBUTAMIDE	3017379015	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14847	TOLBUTAMIDE	3017379016	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14848	TOLBUTAMIDE	3017379026	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14849	TOLBUTAMIDE	3017379027	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14850	TOLBUTAMIDE	3017379028	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14851	TOLBUTAMIDE	3017344018	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14852	TOLBUTAMIDE	3017344019	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14853	TOLBUTAMIDE	3017344029	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14854	TOLBUTAMIDE	3017344030	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14855	TOLBUTAMIDE	3017345001	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Trigger insulin release in pancreatic beta cells
14856	TOLBUTAMIDE	3017345014	in vivo	Repeat	Gavage	4 day	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14857	TOLBUTAMIDE	3017345015	in vivo	Repeat	Gavage	4 day	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14858	TOLBUTAMIDE	3017345016	in vivo	Repeat	Gavage	4 day	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14859	TOLBUTAMIDE	3017345026	in vivo	Repeat	Gavage	8 day	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14860	TOLBUTAMIDE	3017345027	in vivo	Repeat	Gavage	8 day	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
14861	TOLBUTAMIDE	3017345028	in vivo	Repeat	Gavage	8 day	100	Low	MECHANISM	Trigger insulin release in pancreatic beta cells
