treatment	chems	SIN_REP_TYPE	SACRI_PERIOD	DOSE_LEVEL	Out	Change
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	Ht...	Increase
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	GLC.mg.dL.	Decrease
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	Lym...	Decrease
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	Hb.g.dL.	Increase
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	Na.meq.L.	Decrease
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	APTT.s.	Increase
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	TBIL.mg.dL.	Increase
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	PT.s.	Increase
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	DBIL.mg.dL.	Increase
Liver_nitrosodiethylamine_High_15day_Repeat	nitrosodiethylamine	Repeat	15 day	High	TP.g.dL.	Decrease
Liver_nitrosodiethylamine_High_24hr_Single	nitrosodiethylamine	Single	24 hr	High	Hb.g.dL.	Increase
Liver_nitrosodiethylamine_High_24hr_Single	nitrosodiethylamine	Single	24 hr	High	RBC.x10_4.ul.	Increase
Liver_nitrosodiethylamine_High_4day_Repeat	nitrosodiethylamine	Repeat	4 day	High	AST.IU.L.	Increase
Liver_nitrosodiethylamine_High_4day_Repeat	nitrosodiethylamine	Repeat	4 day	High	Hb.g.dL.	Increase
Liver_nitrosodiethylamine_High_4day_Repeat	nitrosodiethylamine	Repeat	4 day	High	RBC.x10_4.ul.	Increase
Liver_nitrosodiethylamine_High_4day_Repeat	nitrosodiethylamine	Repeat	4 day	High	LIVER.g.	Decrease
Liver_nitrosodiethylamine_High_4day_Repeat	nitrosodiethylamine	Repeat	4 day	High	LDH.IU.L.	Increase
Liver_nitrosodiethylamine_High_4day_Repeat	nitrosodiethylamine	Repeat	4 day	High	DBIL.mg.dL.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	AST.IU.L.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	Ret...	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	ALT.IU.L.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	TP.g.dL.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	RBC.x10_4.ul.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	TG.mg.dL.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	TBIL.mg.dL.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	Ht...	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	PT.s.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	Fbg.mg.dL.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	Hb.g.dL.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	TC.mg.dL.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	GLC.mg.dL.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	LIVER.g.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	GTP.IU.L.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	BUN.mg.dL.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	DBIL.mg.dL.	Increase
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	TERMINAL_BW.g.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	Ca.mg.dL.	Decrease
Liver_nitrosodiethylamine_High_8day_Repeat	nitrosodiethylamine	Repeat	8 day	High	LDH.IU.L.	Increase
Liver_nitrosodiethylamine_Low_6hr_Single	nitrosodiethylamine	Single	6 hr	Low	IP.mg.dL.	Decrease
Liver_nitrosodiethylamine_Middle_15day_Repeat	nitrosodiethylamine	Repeat	15 day	Middle	LIVER.g.	Decrease
Liver_nitrosodiethylamine_Middle_15day_Repeat	nitrosodiethylamine	Repeat	15 day	Middle	Hb.g.dL.	Increase
Liver_nitrosodiethylamine_Middle_29day_Repeat	nitrosodiethylamine	Repeat	29 day	Middle	ALT.IU.L.	Increase
Liver_nitrosodiethylamine_Middle_29day_Repeat	nitrosodiethylamine	Repeat	29 day	Middle	TP.g.dL.	Decrease
Liver_nitrosodiethylamine_Middle_29day_Repeat	nitrosodiethylamine	Repeat	29 day	Middle	LIVER.g.	Decrease
Liver_nitrosodiethylamine_Middle_29day_Repeat	nitrosodiethylamine	Repeat	29 day	Middle	Hb.g.dL.	Increase
Liver_nitrosodiethylamine_Middle_29day_Repeat	nitrosodiethylamine	Repeat	29 day	Middle	DBIL.mg.dL.	Increase
Liver_nitrosodiethylamine_Middle_29day_Repeat	nitrosodiethylamine	Repeat	29 day	Middle	MCHC...	Increase
Liver_NmethylNnitrosourea_High_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	High	Lym...	Decrease
Liver_NmethylNnitrosourea_High_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	High	Neu...	Increase
Liver_NmethylNnitrosourea_High_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	High	Ret...	Decrease
Liver_NmethylNnitrosourea_High_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	High	WBC.x10_2.uL.	Decrease
Liver_NmethylNnitrosourea_Low_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	Low	Lym...	Increase
Liver_NmethylNnitrosourea_Low_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	Low	Neu...	Decrease
Liver_NmethylNnitrosourea_Middle_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	Middle	Ht...	Decrease
Liver_NmethylNnitrosourea_Middle_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	Middle	Hb.g.dL.	Decrease
Liver_NmethylNnitrosourea_Middle_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	Middle	RBC.x10_4.ul.	Decrease
Liver_NmethylNnitrosourea_Middle_24hr_Single	N-methyl-N-nitrosourea	Single	24 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	Lym...	Decrease
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	Hb.g.dL.	Increase
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	Ht...	Increase
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	Neu...	Increase
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	AST.IU.L.	Increase
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	LDH.IU.L.	Increase
Liver_Nnitrosomorpholine_High_24hr_Single	N-nitrosomorpholine	Single	24 hr	High	RBC.x10_4.ul.	Increase
Liver_Nnitrosomorpholine_Low_24hr_Single	N-nitrosomorpholine	Single	24 hr	Low	LDH.IU.L.	Increase
Liver_Nnitrosomorpholine_Low_24hr_Single	N-nitrosomorpholine	Single	24 hr	Low	ALT.IU.L.	Increase
Liver_Nnitrosomorpholine_Low_24hr_Single	N-nitrosomorpholine	Single	24 hr	Low	AST.IU.L.	Increase
Liver_Nnitrosomorpholine_Middle_24hr_Single	N-nitrosomorpholine	Single	24 hr	Middle	AST.IU.L.	Increase
Liver_Nnitrosomorpholine_Middle_24hr_Single	N-nitrosomorpholine	Single	24 hr	Middle	ALT.IU.L.	Increase
Liver_Nnitrosomorpholine_Middle_24hr_Single	N-nitrosomorpholine	Single	24 hr	Middle	LDH.IU.L.	Increase
Liver_omeprazole_Control_4day_Repeat	omeprazole	Repeat	4 day	Control	GLC.mg.dL.	Increase
Liver_omeprazole_Control_8day_Repeat	omeprazole	Repeat	8 day	Control	Cl.meq.L.	Decrease
Liver_omeprazole_Control_9hr_Single	omeprazole	Single	9 hr	Control	Cl.meq.L.	Decrease
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	LIVER.g.	Increase
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	ALT.IU.L.	Decrease
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	TC.mg.dL.	Increase
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	Ht...	Decrease
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	Hb.g.dL.	Decrease
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	MCV.fL.	Decrease
Liver_omeprazole_High_15day_Repeat	omeprazole	Repeat	15 day	High	MCH.pg.	Decrease
Liver_omeprazole_High_29day_Repeat	omeprazole	Repeat	29 day	High	Hb.g.dL.	Decrease
Liver_omeprazole_High_29day_Repeat	omeprazole	Repeat	29 day	High	MCH.pg.	Decrease
Liver_omeprazole_High_29day_Repeat	omeprazole	Repeat	29 day	High	MCV.fL.	Decrease
Liver_omeprazole_High_29day_Repeat	omeprazole	Repeat	29 day	High	Ht...	Decrease
Liver_omeprazole_High_4day_Repeat	omeprazole	Repeat	4 day	High	ALT.IU.L.	Decrease
Liver_omeprazole_High_4day_Repeat	omeprazole	Repeat	4 day	High	Ret...	Decrease
Liver_omeprazole_High_4day_Repeat	omeprazole	Repeat	4 day	High	PL.mg.dL.	Increase
Liver_omeprazole_High_4day_Repeat	omeprazole	Repeat	4 day	High	Ca.mg.dL.	Decrease
Liver_omeprazole_High_4day_Repeat	omeprazole	Repeat	4 day	High	LIVER.g.	Increase
Liver_omeprazole_High_4day_Repeat	omeprazole	Repeat	4 day	High	TC.mg.dL.	Increase
Liver_omeprazole_High_6hr_Single	omeprazole	Single	6 hr	High	Eos...	Increase
Liver_omeprazole_High_8day_Repeat	omeprazole	Repeat	8 day	High	PL.mg.dL.	Increase
Liver_omeprazole_High_8day_Repeat	omeprazole	Repeat	8 day	High	Hb.g.dL.	Decrease
Liver_omeprazole_High_8day_Repeat	omeprazole	Repeat	8 day	High	Ht...	Decrease
Liver_omeprazole_High_8day_Repeat	omeprazole	Repeat	8 day	High	LIVER.g.	Increase
Liver_omeprazole_High_8day_Repeat	omeprazole	Repeat	8 day	High	Plat.x10_4.uL.	Increase
Liver_omeprazole_High_9hr_Single	omeprazole	Single	9 hr	High	ALT.IU.L.	Decrease
Liver_omeprazole_High_9hr_Single	omeprazole	Single	9 hr	High	Cl.meq.L.	Decrease
Liver_omeprazole_Middle_4day_Repeat	omeprazole	Repeat	4 day	Middle	Cl.meq.L.	Decrease
Liver_omeprazole_Middle_8day_Repeat	omeprazole	Repeat	8 day	Middle	Cl.meq.L.	Decrease
Liver_papaverine_Control_29day_Repeat	papaverine	Repeat	29 day	Control	CRE.mg.dL.	Decrease
Liver_papaverine_Control_3hr_Single	papaverine	Single	3 hr	Control	Fbg.mg.dL.	Increase
Liver_papaverine_High_29day_Repeat	papaverine	Repeat	29 day	High	CRE.mg.dL.	Decrease
Liver_papaverine_Low_6hr_Single	papaverine	Single	6 hr	Low	GTP.IU.L.	Increase
Liver_pemoline_Control_29day_Repeat	pemoline	Repeat	29 day	Control	Ca.mg.dL.	Increase
Liver_pemoline_Control_3hr_Single	pemoline	Single	3 hr	Control	LDH.IU.L.	Decrease
Liver_pemoline_High_4day_Repeat	pemoline	Repeat	4 day	High	GLC.mg.dL.	Decrease
Liver_pemoline_High_4day_Repeat	pemoline	Repeat	4 day	High	LDH.IU.L.	Decrease
Liver_pemoline_High_9hr_Single	pemoline	Single	9 hr	High	TG.mg.dL.	Decrease
Liver_pemoline_Middle_3hr_Single	pemoline	Single	3 hr	Middle	BUN.mg.dL.	Decrease
Liver_pemoline_Middle_6hr_Single	pemoline	Single	6 hr	Middle	K.meq.L.	Decrease
Liver_penicillamine_High_15day_Repeat	penicillamine	Repeat	15 day	High	Fbg.mg.dL.	Increase
Liver_penicillamine_High_15day_Repeat	penicillamine	Repeat	15 day	High	MCH.pg.	Decrease
Liver_penicillamine_High_15day_Repeat	penicillamine	Repeat	15 day	High	Plat.x10_4.uL.	Increase
Liver_penicillamine_High_29day_Repeat	penicillamine	Repeat	29 day	High	Plat.x10_4.uL.	Increase
Liver_penicillamine_High_29day_Repeat	penicillamine	Repeat	29 day	High	MCHC...	Decrease
Liver_penicillamine_High_29day_Repeat	penicillamine	Repeat	29 day	High	Hb.g.dL.	Decrease
Liver_penicillamine_High_29day_Repeat	penicillamine	Repeat	29 day	High	MCV.fL.	Decrease
Liver_penicillamine_High_29day_Repeat	penicillamine	Repeat	29 day	High	Fbg.mg.dL.	Increase
Liver_penicillamine_High_29day_Repeat	penicillamine	Repeat	29 day	High	MCH.pg.	Decrease
Liver_penicillamine_High_6hr_Single	penicillamine	Single	6 hr	High	ALP.IU.L.	Decrease
Liver_penicillamine_High_8day_Repeat	penicillamine	Repeat	8 day	High	MCH.pg.	Decrease
Liver_penicillamine_High_8day_Repeat	penicillamine	Repeat	8 day	High	Fbg.mg.dL.	Increase
Liver_penicillamine_Middle_29day_Repeat	penicillamine	Repeat	29 day	Middle	Fbg.mg.dL.	Increase
Liver_penicillamine_Middle_6hr_Single	penicillamine	Single	6 hr	Middle	APTT.s.	Decrease
Liver_perhexiline_Control_29day_Repeat	perhexiline	Repeat	29 day	Control	MCH.pg.	Increase
Liver_perhexiline_Control_4day_Repeat	perhexiline	Repeat	4 day	Control	PT.s.	Increase
Liver_perhexiline_High_29day_Repeat	perhexiline	Repeat	29 day	High	MCV.fL.	Increase
Liver_perhexiline_High_29day_Repeat	perhexiline	Repeat	29 day	High	MCH.pg.	Increase
Liver_perhexiline_High_3hr_Single	perhexiline	Single	3 hr	High	Fbg.mg.dL.	Increase
Liver_perhexiline_Low_3hr_Single	perhexiline	Single	3 hr	Low	Fbg.mg.dL.	Increase
Liver_perhexiline_Middle_29day_Repeat	perhexiline	Repeat	29 day	Middle	MCV.fL.	Increase
Liver_perhexiline_Middle_29day_Repeat	perhexiline	Repeat	29 day	Middle	MCH.pg.	Increase
Liver_perhexiline_Middle_3hr_Single	perhexiline	Single	3 hr	Middle	Ret...	Decrease
Liver_phalloidin_Control_4day_Repeat	phalloidin	Repeat	4 day	Control	MCHC...	Decrease
Liver_phalloidin_Control_6hr_Single	phalloidin	Single	6 hr	Control	IP.mg.dL.	Decrease
Liver_phalloidin_Control_9hr_Single	phalloidin	Single	9 hr	Control	IP.mg.dL.	Decrease
Liver_phalloidin_Control_9hr_Single	phalloidin	Single	9 hr	Control	MCHC...	Decrease
Liver_phalloidin_High_24hr_Single	phalloidin	Single	24 hr	High	MCHC...	Decrease
Liver_phalloidin_High_3hr_Single	phalloidin	Single	3 hr	High	AST.IU.L.	Increase
Liver_phalloidin_High_3hr_Single	phalloidin	Single	3 hr	High	MCHC...	Decrease
Liver_phalloidin_High_3hr_Single	phalloidin	Single	3 hr	High	TP.g.dL.	Decrease
Liver_phalloidin_High_4day_Repeat	phalloidin	Repeat	4 day	High	MCHC...	Decrease
Liver_phalloidin_High_6hr_Single	phalloidin	Single	6 hr	High	AST.IU.L.	Increase
Liver_phalloidin_High_6hr_Single	phalloidin	Single	6 hr	High	IP.mg.dL.	Decrease
Liver_phalloidin_High_8day_Repeat	phalloidin	Repeat	8 day	High	TBIL.mg.dL.	Increase
Liver_phalloidin_High_8day_Repeat	phalloidin	Repeat	8 day	High	AST.IU.L.	Increase
Liver_phalloidin_High_8day_Repeat	phalloidin	Repeat	8 day	High	ALT.IU.L.	Increase
Liver_phalloidin_High_8day_Repeat	phalloidin	Repeat	8 day	High	DBIL.mg.dL.	Increase
Liver_phalloidin_High_8day_Repeat	phalloidin	Repeat	8 day	High	TG.mg.dL.	Decrease
Liver_phalloidin_High_8day_Repeat	phalloidin	Repeat	8 day	High	TC.mg.dL.	Increase
Liver_phalloidin_High_9hr_Single	phalloidin	Single	9 hr	High	IP.mg.dL.	Decrease
Liver_phalloidin_High_9hr_Single	phalloidin	Single	9 hr	High	MCHC...	Decrease
Liver_phalloidin_High_9hr_Single	phalloidin	Single	9 hr	High	AST.IU.L.	Increase
Liver_phenacetin_High_15day_Repeat	phenacetin	Repeat	15 day	High	MCV.fL.	Increase
Liver_phenacetin_High_15day_Repeat	phenacetin	Repeat	15 day	High	Ret...	Increase
Liver_phenacetin_High_15day_Repeat	phenacetin	Repeat	15 day	High	MCHC...	Decrease
Liver_phenacetin_High_15day_Repeat	phenacetin	Repeat	15 day	High	MCH.pg.	Increase
Liver_phenacetin_High_15day_Repeat	phenacetin	Repeat	15 day	High	RBC.x10_4.ul.	Decrease
Liver_phenacetin_High_24hr_Single	phenacetin	Single	24 hr	High	LIVER.g.	Decrease
Liver_phenacetin_High_29day_Repeat	phenacetin	Repeat	29 day	High	MCH.pg.	Increase
Liver_phenacetin_High_29day_Repeat	phenacetin	Repeat	29 day	High	Ret...	Increase
Liver_phenacetin_High_29day_Repeat	phenacetin	Repeat	29 day	High	MCV.fL.	Increase
Liver_phenacetin_High_29day_Repeat	phenacetin	Repeat	29 day	High	RBC.x10_4.ul.	Decrease
Liver_phenacetin_High_3hr_Single	phenacetin	Single	3 hr	High	GLC.mg.dL.	Increase
Liver_phenacetin_High_4day_Repeat	phenacetin	Repeat	4 day	High	TC.mg.dL.	Increase
Liver_phenacetin_High_4day_Repeat	phenacetin	Repeat	4 day	High	GLC.mg.dL.	Decrease
Liver_phenacetin_High_4day_Repeat	phenacetin	Repeat	4 day	High	Ret...	Decrease
Liver_phenacetin_High_4day_Repeat	phenacetin	Repeat	4 day	High	APTT.s.	Increase
Liver_phenacetin_High_4day_Repeat	phenacetin	Repeat	4 day	High	PL.mg.dL.	Increase
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	RBC.x10_4.ul.	Decrease
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	Ret...	Increase
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	MCH.pg.	Increase
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	Hb.g.dL.	Decrease
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	MCHC...	Decrease
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	Ht...	Decrease
Liver_phenacetin_High_8day_Repeat	phenacetin	Repeat	8 day	High	MCV.fL.	Increase
Liver_phenacetin_Low_6hr_Single	phenacetin	Single	6 hr	Low	Hb.g.dL.	Increase
Liver_phenacetin_Low_6hr_Single	phenacetin	Single	6 hr	Low	RBC.x10_4.ul.	Increase
Liver_phenacetin_Low_9hr_Single	phenacetin	Single	9 hr	Low	RBC.x10_4.ul.	Increase
Liver_phenacetin_Low_9hr_Single	phenacetin	Single	9 hr	Low	Hb.g.dL.	Increase
Liver_phenacetin_Low_9hr_Single	phenacetin	Single	9 hr	Low	Cl.meq.L.	Decrease
Liver_phenacetin_Middle_3hr_Single	phenacetin	Single	3 hr	Middle	GLC.mg.dL.	Increase
Liver_phenacetin_Middle_4day_Repeat	phenacetin	Repeat	4 day	Middle	MCH.pg.	Decrease
Liver_phenobarbital_Control_24hr_Single	phenobarbital	Single	24 hr	Control	MCV.fL.	Decrease
Liver_phenobarbital_Control_3hr_Single	phenobarbital	Single	3 hr	Control	MCHC...	Increase
Liver_phenobarbital_High_15day_Repeat	phenobarbital	Repeat	15 day	High	TBIL.mg.dL.	Increase
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	MCHC...	Increase
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	RBC.x10_4.ul.	Increase
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	BUN.mg.dL.	Decrease
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	Ht...	Increase
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	Hb.g.dL.	Increase
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	ALT.IU.L.	Decrease
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	GLC.mg.dL.	Decrease
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	AST.IU.L.	Decrease
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	ALP.IU.L.	Decrease
Liver_phenobarbital_High_24hr_Single	phenobarbital	Single	24 hr	High	TG.mg.dL.	Decrease
Liver_phenobarbital_High_29day_Repeat	phenobarbital	Repeat	29 day	High	TBIL.mg.dL.	Increase
Liver_phenobarbital_High_29day_Repeat	phenobarbital	Repeat	29 day	High	K.meq.L.	Increase
Liver_phenobarbital_High_4day_Repeat	phenobarbital	Repeat	4 day	High	WBC.x10_2.uL.	Increase
Liver_phenobarbital_High_6hr_Single	phenobarbital	Single	6 hr	High	MCHC...	Increase
Liver_phenobarbital_High_8day_Repeat	phenobarbital	Repeat	8 day	High	CRE.mg.dL.	Increase
Liver_phenobarbital_High_8day_Repeat	phenobarbital	Repeat	8 day	High	MCH.pg.	Increase
Liver_phenobarbital_High_8day_Repeat	phenobarbital	Repeat	8 day	High	MCV.fL.	Increase
Liver_phenobarbital_High_8day_Repeat	phenobarbital	Repeat	8 day	High	LIVER.g.	Increase
Liver_phenobarbital_High_9hr_Single	phenobarbital	Single	9 hr	High	ALP.IU.L.	Decrease
Liver_phenobarbital_High_9hr_Single	phenobarbital	Single	9 hr	High	ALT.IU.L.	Decrease
Liver_phenobarbital_High_9hr_Single	phenobarbital	Single	9 hr	High	Cl.meq.L.	Decrease
Liver_phenobarbital_High_9hr_Single	phenobarbital	Single	9 hr	High	TERMINAL_BW.g.	Increase
Liver_phenobarbital_High_9hr_Single	phenobarbital	Single	9 hr	High	AST.IU.L.	Decrease
Liver_phenobarbital_High_9hr_Single	phenobarbital	Single	9 hr	High	TP.g.dL.	Decrease
Liver_phenobarbital_Low_15day_Repeat	phenobarbital	Repeat	15 day	Low	Ca.mg.dL.	Increase
Liver_phenobarbital_Low_15day_Repeat	phenobarbital	Repeat	15 day	Low	IP.mg.dL.	Increase
Liver_phenobarbital_Low_24hr_Single	phenobarbital	Single	24 hr	Low	MCHC...	Increase
Liver_phenobarbital_Low_29day_Repeat	phenobarbital	Repeat	29 day	Low	K.meq.L.	Increase
Liver_phenobarbital_Low_3hr_Single	phenobarbital	Single	3 hr	Low	MCHC...	Increase
Liver_phenobarbital_Low_3hr_Single	phenobarbital	Single	3 hr	Low	BUN.mg.dL.	Decrease
Liver_phenobarbital_Low_4day_Repeat	phenobarbital	Repeat	4 day	Low	Mono...	Increase
Liver_phenobarbital_Low_6hr_Single	phenobarbital	Single	6 hr	Low	MCHC...	Increase
Liver_phenobarbital_Low_9hr_Single	phenobarbital	Single	9 hr	Low	Cl.meq.L.	Decrease
Liver_phenobarbital_Low_9hr_Single	phenobarbital	Single	9 hr	Low	MCHC...	Increase
Liver_phenobarbital_Middle_29day_Repeat	phenobarbital	Repeat	29 day	Middle	TBIL.mg.dL.	Increase
Liver_phenobarbital_Middle_3hr_Single	phenobarbital	Single	3 hr	Middle	MCHC...	Increase
Liver_phenobarbital_Middle_6hr_Single	phenobarbital	Single	6 hr	Middle	MCV.fL.	Decrease
Liver_phenobarbital_Middle_6hr_Single	phenobarbital	Single	6 hr	Middle	MCHC...	Increase
Liver_phenobarbital_Middle_8day_Repeat	phenobarbital	Repeat	8 day	Middle	TBIL.mg.dL.	Increase
Liver_phenobarbital_Middle_8day_Repeat	phenobarbital	Repeat	8 day	Middle	CRE.mg.dL.	Increase
Liver_phenobarbital_Middle_9hr_Single	phenobarbital	Single	9 hr	Middle	MCHC...	Increase
Liver_phenobarbital_Middle_9hr_Single	phenobarbital	Single	9 hr	Middle	Cl.meq.L.	Decrease
Liver_phenylanthranilic_acid_Control_3hr_Single	phenylanthranilic_acid	Single	3 hr	Control	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	BUN.mg.dL.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Ret...	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Neu...	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	APTT.s.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Plat.x10_4.uL.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Ca.mg.dL.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Fbg.mg.dL.	Increase
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	Lym...	Decrease
Liver_phenylanthranilic_acid_High_15day_Repeat	phenylanthranilic_acid	Repeat	15 day	High	IP.mg.dL.	Increase
Liver_phenylanthranilic_acid_High_24hr_Single	phenylanthranilic_acid	Single	24 hr	High	K.meq.L.	Decrease
Liver_phenylanthranilic_acid_High_24hr_Single	phenylanthranilic_acid	Single	24 hr	High	PL.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_24hr_Single	phenylanthranilic_acid	Single	24 hr	High	GLC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_24hr_Single	phenylanthranilic_acid	Single	24 hr	High	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_29day_Repeat	phenylanthranilic_acid	Repeat	29 day	High	Hb.g.dL.	Decrease
Liver_phenylanthranilic_acid_High_29day_Repeat	phenylanthranilic_acid	Repeat	29 day	High	RALB.g.dL.	Decrease
Liver_phenylanthranilic_acid_High_29day_Repeat	phenylanthranilic_acid	Repeat	29 day	High	Ht...	Decrease
Liver_phenylanthranilic_acid_High_3hr_Single	phenylanthranilic_acid	Single	3 hr	High	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_High_3hr_Single	phenylanthranilic_acid	Single	3 hr	High	PL.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_3hr_Single	phenylanthranilic_acid	Single	3 hr	High	LIVER.g.	Decrease
Liver_phenylanthranilic_acid_High_3hr_Single	phenylanthranilic_acid	Single	3 hr	High	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_4day_Repeat	phenylanthranilic_acid	Repeat	4 day	High	Fbg.mg.dL.	Increase
Liver_phenylanthranilic_acid_High_4day_Repeat	phenylanthranilic_acid	Repeat	4 day	High	Lym...	Decrease
