V1	V2	Type	UniProtID
C92693	OT_AR_ARSRC1_0480	TCA2TCC	NA
C92693	OT_AR_ARSRC1_0960	TCA2TCC	NA
C92693	OT_ER_ERaERa_0480	TCA2TCC	NA
C92693	OT_ER_ERaERa_1440	TCA2TCC	NA
C92693	OT_ER_ERaERb_0480	TCA2TCC	NA
C92693	OT_ER_ERaERb_1440	TCA2TCC	NA
C92693	OT_ER_ERbERb_0480	TCA2TCC	NA
C92693	OT_ER_ERbERb_1440	TCA2TCC	NA
C92693	OT_ERa_EREGFP_0120	TCA2TCC	NA
C92693	OT_ERa_EREGFP_0480	TCA2TCC	NA
C92693	OT_FXR_FXRSRC1_1440	TCA2TCC	NA
C92693	OT_NURR1_NURR1RXRa_1440	TCA2TCC	NA
C92693	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C92693	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C92693	Tox21_AR_LUC_MDAKB2_Agonist	TCA2TCC	NA
C92693	Tox21_ERa_BLA_Agonist_ratio	TCA2TCC	NA
C92693	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C92693	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C92693	Tox21_MitochondrialToxicity_viability	TCA2TCC	NA
C92842	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C92842	APR_HepG2_CellCycleArrest_24h_up	TCA2TCC	NA
C92842	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C92842	APR_HepG2_MitoMembPot_24h_dn	TCA2TCC	NA
C92842	APR_HepG2_MitoMembPot_72h_dn	TCA2TCC	NA
C92842	ATG_BRE_CIS_up	TCA2TCC	NA
C92842	ATG_CAR_TRANS_up	TCA2TCC	NA
C92842	ATG_CMV_CIS_up	TCA2TCC	NA
C92842	ATG_ERE_CIS_up	TCA2TCC	NA
C92842	ATG_ERa_TRANS_up	TCA2TCC	NA
C92842	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C92842	ATG_PPARg_TRANS_up	TCA2TCC	NA
C92842	ATG_PXRE_CIS_up	TCA2TCC	NA
C92842	ATG_PXR_TRANS_up	TCA2TCC	NA
C92842	ATG_RXRb_TRANS_up	TCA2TCC	NA
C92842	ATG_Sp1_CIS_up	TCA2TCC	NA
C92842	BSK_3C_Eselectin_down	TCA2TCC	NA
C92842	BSK_3C_HLADR_down	TCA2TCC	NA
C92842	BSK_3C_Proliferation_down	TCA2TCC	NA
C92842	BSK_3C_TissueFactor_down	TCA2TCC	NA
C92842	BSK_3C_uPAR_down	TCA2TCC	NA
C92842	BSK_4H_VCAM1_down	TCA2TCC	NA
C92842	BSK_BE3C_PAI1_down	TCA2TCC	NA
C92842	BSK_CASM3C_LDLR_down	TCA2TCC	NA
C92842	BSK_CASM3C_Thrombomodulin_up	TCA2TCC	NA
C92842	BSK_KF3CT_TGFb1_down	TCA2TCC	NA
C92842	BSK_KF3CT_TIMP2_down	TCA2TCC	NA
C92842	BSK_LPS_CD40_down	TCA2TCC	NA
C92842	BSK_LPS_PGE2_down	TCA2TCC	NA
C92842	BSK_LPS_VCAM1_down	TCA2TCC	NA
C92842	BSK_SAg_CD40_down	TCA2TCC	NA
C92842	BSK_SAg_Eselectin_up	TCA2TCC	NA
C92842	BSK_SAg_PBMCCytotoxicity_down	TCA2TCC	NA
C92842	BSK_SAg_Proliferation_down	TCA2TCC	NA
C92842	BSK_hDFCGF_IP10_down	TCA2TCC	NA
C92842	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C92842	BSK_hDFCGF_PAI1_down	TCA2TCC	NA
C92842	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C92842	BSK_hDFCGF_VCAM1_down	TCA2TCC	NA
C92842	NVS_ADME_hCYP1A2	TCA2TCC	NA
C92842	NVS_ADME_hCYP2C19	TCA2TCC	NA
C92842	NVS_ADME_hCYP2C9	TCA2TCC	NA
C92842	NVS_ENZ_rMAOAC	TCA2TCC	NA
C92842	NVS_OR_gSIGMA_NonSelective	TCA2TCC	NA
C92842	NVS_TR_hNET	TCA2TCC	NA
C92842	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C92842	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C92875	APR_HepG2_CellCycleArrest_24h_dn	TCA2TCC	NA
C92875	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C92875	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C92875	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C92875	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C92875	ATG_DR5_CIS_up	TCA2TCC	NA
C92875	ATG_ERE_CIS_up	TCA2TCC	NA
C92875	ATG_ERa_TRANS_up	TCA2TCC	NA
C92875	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C92875	ATG_PPARg_TRANS_up	TCA2TCC	NA
C92875	ATG_PXR_TRANS_up	TCA2TCC	NA
C92875	ATG_RXRb_TRANS_up	TCA2TCC	NA
C92875	ATG_Sp1_CIS_up	TCA2TCC	NA
C92875	BSK_3C_TissueFactor_down	TCA2TCC	NA
C92875	BSK_BE3C_tPA_down	TCA2TCC	NA
C92875	BSK_CASM3C_LDLR_down	TCA2TCC	NA
C92875	BSK_CASM3C_TissueFactor_down	TCA2TCC	NA
C92875	BSK_LPS_PGE2_down	TCA2TCC	NA
C92875	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C92875	NVS_ADME_hCYP1A1	TCA2TCC	NA
C92875	NVS_ADME_hCYP2C19	TCA2TCC	NA
C92875	NVS_ADME_hCYP2C9	TCA2TCC	NA
C92875	NVS_ENZ_rMAOAC	TCA2TCC	NA
C92875	NVS_ENZ_rMAOAP	TCA2TCC	NA
C92875	NVS_NR_cAR	TCA2TCC	NA
C92875	NVS_OR_gSIGMA_NonSelective	TCA2TCC	NA
C92875	NVS_TR_gDAT	TCA2TCC	NA
C92875	NVS_TR_hNET	TCA2TCC	NA
C92875	NVS_TR_rNET	TCA2TCC	NA
C92875	OT_FXR_FXRSRC1_1440	TCA2TCC	NA
C92875	Tox21_AhR	TCA2TCC	NA
C92875	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C929599	APR_HepG2_CellCycleArrest_24h_up	TCA2TCC	NA
C929599	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C929599	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C929599	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C929599	APR_HepG2_MicrotubuleCSK_24h_dn	TCA2TCC	NA
C929599	APR_HepG2_MicrotubuleCSK_72h_dn	TCA2TCC	NA
C929599	APR_HepG2_MitoMass_24h_dn	TCA2TCC	NA
C929599	APR_HepG2_MitoMass_72h_up	TCA2TCC	NA
C929599	APR_HepG2_MitoMembPot_24h_dn	TCA2TCC	NA
C929599	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C929599	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C929599	APR_HepG2_NuclearSize_24h_dn	TCA2TCC	NA
C929599	APR_HepG2_NuclearSize_72h_dn	TCA2TCC	NA
C929599	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C929599	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C929599	APR_HepG2_StressKinase_24h_up	TCA2TCC	NA
C929599	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C929599	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C929599	ATG_ERE_CIS_up	TCA2TCC	NA
C929599	BSK_CASM3C_TissueFactor_up	TCA2TCC	NA
C929599	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C929599	BSK_KF3CT_TGFb1_down	TCA2TCC	NA
C929599	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C929599	NVS_ENZ_rCOMT_Activator	TCA2TCC	NA
C929599	NVS_NR_bER	TCA2TCC	NA
C929599	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C929601092	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C929601092	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C929601092	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C929601092	APR_HepG2_MicrotubuleCSK_72h_up	TCA2TCC	NA
C929601092	APR_HepG2_MitoMass_24h_dn	TCA2TCC	NA
C929601092	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C929601092	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C929601092	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C929601092	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C929601092	ATG_CRE_CIS_up	TCA2TCC	NA
C929601092	ATG_ERa_TRANS_up	TCA2TCC	NA
C929601092	ATG_HSE_CIS_up	TCA2TCC	NA
C929601092	ATG_PBREM_CIS_up	TCA2TCC	NA
C929601092	ATG_PPARa_TRANS_up	TCA2TCC	NA
C929601092	ATG_PPARg_TRANS_up	TCA2TCC	NA
C929601092	BSK_3C_Eselectin_down	TCA2TCC	NA
C929601092	BSK_3C_HLADR_down	TCA2TCC	NA
C929601092	BSK_3C_ICAM1_down	TCA2TCC	NA
C929601092	BSK_3C_IL8_down	TCA2TCC	NA
C929601092	BSK_3C_MCP1_down	TCA2TCC	NA
C929601092	BSK_3C_MIG_down	TCA2TCC	NA
C929601092	BSK_3C_Proliferation_down	TCA2TCC	NA
C929601092	BSK_3C_SRB_down	TCA2TCC	NA
C929601092	BSK_3C_TissueFactor_down	TCA2TCC	NA
C929601092	BSK_3C_VCAM1_down	TCA2TCC	NA
C929601092	BSK_3C_Vis_down	TCA2TCC	NA
C929601092	BSK_3C_uPAR_down	TCA2TCC	NA
C929601092	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C929601092	BSK_4H_MCP1_down	TCA2TCC	NA
C929601092	BSK_4H_Pselectin_down	TCA2TCC	NA
C929601092	BSK_4H_SRB_down	TCA2TCC	NA
C929601092	BSK_4H_VCAM1_down	TCA2TCC	NA
C929601092	BSK_4H_VEGFRII_down	TCA2TCC	NA
C929601092	BSK_4H_uPAR_down	TCA2TCC	NA
C929601092	BSK_BE3C_HLADR_down	TCA2TCC	NA
C929601092	BSK_BE3C_IL1a_down	TCA2TCC	NA
C929601092	BSK_BE3C_IP10_down	TCA2TCC	NA
C929601092	BSK_BE3C_PAI1_down	TCA2TCC	NA
C929601092	BSK_BE3C_TGFb1_down	TCA2TCC	NA
C929601092	BSK_BE3C_uPAR_down	TCA2TCC	NA
C929601092	BSK_BE3C_uPA_down	TCA2TCC	NA
C929601092	BSK_CASM3C_MCP1_down	TCA2TCC	NA
C929601092	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C929601092	BSK_CASM3C_Thrombomodulin_up	TCA2TCC	NA
C929601092	BSK_KF3CT_IP10_down	TCA2TCC	NA
C929601092	BSK_KF3CT_MCP1_down	TCA2TCC	NA
C929601092	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C929601092	BSK_LPS_CD40_down	TCA2TCC	NA
C929601092	BSK_LPS_Eselectin_down	TCA2TCC	NA
C929601092	BSK_LPS_IL1a_down	TCA2TCC	NA
C929601092	BSK_LPS_IL8_down	TCA2TCC	NA
C929601092	BSK_LPS_MCP1_down	TCA2TCC	NA
C929601092	BSK_LPS_MCSF_down	TCA2TCC	NA
C929601092	BSK_LPS_PGE2_up	TCA2TCC	NA
C929601092	BSK_LPS_SRB_down	TCA2TCC	NA
C929601092	BSK_LPS_TissueFactor_down	TCA2TCC	NA
C929601092	BSK_LPS_VCAM1_down	TCA2TCC	NA
C929601092	BSK_SAg_CD38_down	TCA2TCC	NA
C929601092	BSK_SAg_CD40_down	TCA2TCC	NA
C929601092	BSK_SAg_CD69_down	TCA2TCC	NA
C929601092	BSK_SAg_Eselectin_down	TCA2TCC	NA
C929601092	BSK_SAg_IL8_down	TCA2TCC	NA
C929601092	BSK_SAg_MCP1_down	TCA2TCC	NA
C929601092	BSK_SAg_MIG_down	TCA2TCC	NA
C929601092	BSK_SAg_PBMCCytotoxicity_down	TCA2TCC	NA
C929601092	BSK_SAg_Proliferation_down	TCA2TCC	NA
C929601092	BSK_SAg_SRB_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_CollagenIII_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_EGFR_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_IL8_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_IP10_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_MIG_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_MMP1_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_PAI1_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_SRB_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_TIMP1_down	TCA2TCC	NA
C929601092	BSK_hDFCGF_VCAM1_down	TCA2TCC	NA
C929601092	NVS_ADME_hCYP2C19	TCA2TCC	NA
C929601092	NVS_ADME_hCYP2D6	TCA2TCC	NA
C929601092	NVS_ENZ_hES	TCA2TCC	NA
C929601092	NVS_GPCR_gH2	TCA2TCC	NA
C929601092	NVS_GPCR_gMPeripheral_NonSelective	TCA2TCC	NA
C929601092	NVS_GPCR_h5HT2A	TCA2TCC	NA
C929601092	NVS_GPCR_h5HT5A	TCA2TCC	NA
C929601092	NVS_GPCR_h5HT7	TCA2TCC	NA
C929601092	NVS_GPCR_hAdra2A	TCA2TCC	NA
C929601092	NVS_GPCR_hAdra2C	TCA2TCC	NA
C929601092	NVS_GPCR_hAdrb1	TCA2TCC	NA
C929601092	NVS_GPCR_hAdrb2	TCA2TCC	NA
C929601092	NVS_GPCR_hAdrb3	TCA2TCC	NA
C929601092	NVS_GPCR_hDRD1	TCA2TCC	NA
C929601092	NVS_GPCR_hDRD2s	TCA2TCC	NA
C929601092	NVS_GPCR_hDRD4.4	TCA2TCC	NA
C929601092	NVS_GPCR_hH1	TCA2TCC	NA
C929601092	NVS_GPCR_hM1	TCA2TCC	NA
C929601092	NVS_GPCR_hM2	TCA2TCC	NA
C929601092	NVS_GPCR_hM3	TCA2TCC	NA
C929601092	NVS_GPCR_hM4	TCA2TCC	NA
C929601092	NVS_GPCR_hM5	TCA2TCC	NA
C929601092	NVS_GPCR_hNK2	TCA2TCC	NA
C929601092	NVS_GPCR_hOpiate_mu	TCA2TCC	NA
C929601092	NVS_GPCR_p5HT2C	TCA2TCC	NA
C929601092	NVS_GPCR_r5HT_NonSelective	TCA2TCC	NA
C929601092	NVS_GPCR_rmAdra2B	TCA2TCC	NA
C929601092	NVS_IC_hKhERGCh	TCA2TCC	NA
C929601092	NVS_IC_rNaCh_site2	TCA2TCC	NA
C929601092	NVS_TR_gDAT	TCA2TCC	NA
C929601092	NVS_TR_hDAT	TCA2TCC	NA
C929601092	NVS_TR_hNET	TCA2TCC	NA
C929601092	NVS_TR_rSERT	TCA2TCC	NA
C929601092	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C929601092	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C929601092	OT_NURR1_NURR1RXRa_1440	TCA2TCC	NA
C929601092	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C929601092	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C929601092	Tox21_p53_BLA_p2_ratio	TCA2TCC	NA
C929601092	Tox21_p53_BLA_p2_viability	TCA2TCC	NA
C929601092	Tox21_p53_BLA_p4_ratio	TCA2TCC	NA
C929601092	Tox21_p53_BLA_p4_viability	TCA2TCC	NA
C930552	ATG_ERE_CIS_up	TCA2TCC	NA
C930552	ATG_M_19_TRANS_up	TCA2TCC	NA
C930552	OT_AR_ARELUC_AG_1440	TCA2TCC	NA
C930552	OT_ER_ERaERa_1440	TCA2TCC	NA
C930552	OT_ER_ERbERb_1440	TCA2TCC	NA
C93083	ATG_ERa_TRANS_up	TCA2TCC	NA
C93083	OT_ER_ERaERb_1440	TCA2TCC	NA
C93152	ATG_DR5_CIS_up	TCA2TCC	NA
C93152	ATG_FoxO_CIS_up	TCA2TCC	NA
C93152	ATG_M_19_TRANS_up	TCA2TCC	NA
C93152	ATG_PPARa_TRANS_up	TCA2TCC	NA
C93152	ATG_PPARg_TRANS_up	TCA2TCC	NA
C93152	ATG_PXRE_CIS_up	TCA2TCC	NA
C93152	ATG_PXR_TRANS_up	TCA2TCC	NA
C93152	ATG_RXRb_TRANS_up	TCA2TCC	NA
C93152	BSK_LPS_TNFa_down	TCA2TCC	NA
C93652	ATG_Ahr_CIS_up	TCA2TCC	NA
C93652	ATG_PPARg_TRANS_up	TCA2TCC	NA
C93652	ATG_PPRE_CIS_up	TCA2TCC	NA
C93765	ATG_PPARg_TRANS_up	TCA2TCC	NA
C93765	ATG_PPRE_CIS_up	TCA2TCC	NA
C93765	NVS_NR_hPPARg	TCA2TCC	NA
C93765	Tox21_ARE_BLA_agonist_viability	TCA2TCC	NA
C93765	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C93765	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C938169	ATG_ERE_CIS_up	TCA2TCC	NA
C938169	ATG_ERa_TRANS_up	TCA2TCC	NA
C938169	ATG_HIF1a_CIS_up	TCA2TCC	NA
C938169	ATG_PXRE_CIS_up	TCA2TCC	NA
C938169	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C93890	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C93890	ATG_C_EBP_CIS_up	TCA2TCC	NA
C93890	ATG_GR_TRANS_up	TCA2TCC	NA
C93890	ATG_NFI_CIS_up	TCA2TCC	NA
C93890	ATG_RARa_TRANS_up	TCA2TCC	NA
C93890	ATG_SREBP_CIS_up	TCA2TCC	NA
C93890	ATG_Sp1_CIS_up	TCA2TCC	NA
C93890	NVS_NR_hPXR	TCA2TCC	NA
C93890	OT_FXR_FXRSRC1_1440	TCA2TCC	NA
C93925	Tox21_FXR_BLA_antagonist_ratio	TCA2TCC	NA
C93992	OT_ER_ERaERb_0480	TCA2TCC	NA
C93992	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C93992	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C93992	Tox21_p53_BLA_p4_viability	TCA2TCC	NA
C94097	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C94097	NVS_NR_hPPARg	TCA2TCC	NA
C94097	OT_AR_ARELUC_AG_1440	TCA2TCC	NA
C94097	OT_FXR_FXRSRC1_1440	TCA2TCC	NA
C94097	OT_NURR1_NURR1RXRa_1440	TCA2TCC	NA
C94097	Tox21_ERa_BLA_Antagonist_ratio	TCA2TCC	NA
C94097	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C94133	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C94133	ATG_AP_1_CIS_up	TCA2TCC	NA
C94133	ATG_BRE_CIS_up	TCA2TCC	NA
C94133	ATG_CMV_CIS_up	TCA2TCC	NA
C94133	ATG_CRE_CIS_up	TCA2TCC	NA
C94133	ATG_C_EBP_CIS_up	TCA2TCC	NA
C94133	ATG_DR4_LXR_CIS_up	TCA2TCC	NA
C94133	ATG_EGR_CIS_up	TCA2TCC	NA
C94133	ATG_ERE_CIS_up	TCA2TCC	NA
C94133	ATG_ERa_TRANS_up	TCA2TCC	NA
C94133	ATG_E_Box_CIS_up	TCA2TCC	NA
C94133	ATG_MRE_CIS_up	TCA2TCC	NA
C94133	ATG_Myc_CIS_up	TCA2TCC	NA
C94133	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C94133	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C94133	ATG_PBREM_CIS_up	TCA2TCC	NA
C94133	ATG_PPARg_TRANS_up	TCA2TCC	NA
C94133	ATG_PPRE_CIS_up	TCA2TCC	NA
C94133	ATG_PXRE_CIS_up	TCA2TCC	NA
C94133	ATG_PXR_TRANS_up	TCA2TCC	NA
C94133	ATG_Pax6_CIS_up	TCA2TCC	NA
C94133	ATG_RORE_CIS_up	TCA2TCC	NA
C94133	ATG_SREBP_CIS_up	TCA2TCC	NA
C94133	ATG_Sp1_CIS_up	TCA2TCC	NA
C94133	ATG_TA_CIS_up	TCA2TCC	NA
C94133	ATG_VDRE_CIS_up	TCA2TCC	NA
C94133	ATG_Xbp1_CIS_up	TCA2TCC	NA
C94133	BSK_LPS_PGE2_down	TCA2TCC	NA
C94133	NVS_ADME_hCYP1A2	TCA2TCC	NA
C94133	NVS_ENZ_oCOX2	TCA2TCC	NA
C94133	NVS_GPCR_hAdoRA1	TCA2TCC	NA
C94133	NVS_GPCR_p5HT2C	TCA2TCC	NA
C94133	NVS_IC_rNaCh_site2	TCA2TCC	NA
C94133	NVS_MP_hPBR	TCA2TCC	NA
C94133	NVS_NR_cAR	TCA2TCC	NA
C94133	NVS_NR_hER	TCA2TCC	NA
C94133	NVS_NR_mERa	TCA2TCC	NA
C94133	NVS_TR_gDAT	TCA2TCC	NA
C94133	NVS_TR_hDAT	TCA2TCC	NA
C94133	NVS_TR_hNET	TCA2TCC	NA
C94133	OT_ER_ERaERa_0480	TCA2TCC	NA
C94133	OT_ER_ERaERa_1440	TCA2TCC	NA
C94133	OT_ER_ERaERb_0480	TCA2TCC	NA
C94133	OT_ER_ERaERb_1440	TCA2TCC	NA
C94133	OT_ER_ERbERb_0480	TCA2TCC	NA
C94133	OT_ER_ERbERb_1440	TCA2TCC	NA
C94133	OT_ERa_EREGFP_0480	TCA2TCC	NA
C94133	OT_FXR_FXRSRC1_1440	TCA2TCC	NA
C94133	Tox21_ERa_BLA_Agonist_ratio	TCA2TCC	NA
C94133	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C94133	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C941695	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C941695	OT_ERa_EREGFP_0480	TCA2TCC	NA
C941695	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C941695	Tox21_AR_BLA_Agonist_ratio	TCA2TCC	NA
C941695	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C941695	Tox21_AR_BLA_Antagonist_viability	TCA2TCC	NA
C941695	Tox21_AR_LUC_MDAKB2_Antagonist	TCA2TCC	NA
C941695	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C941695	Tox21_ERa_BLA_Antagonist_ratio	TCA2TCC	NA
C941695	Tox21_ERa_BLA_Antagonist_viability	TCA2TCC	NA
C941695	Tox21_ERa_LUC_BG1_Antagonist	TCA2TCC	NA
C941695	Tox21_ESRE_BLA_ratio	TCA2TCC	NA
C941695	Tox21_ESRE_BLA_viability	TCA2TCC	NA
C941695	Tox21_FXR_BLA_agonist_ratio	TCA2TCC	NA
C941695	Tox21_FXR_BLA_agonist_viability	TCA2TCC	NA
C941695	Tox21_FXR_BLA_antagonist_ratio	TCA2TCC	NA
C941695	Tox21_FXR_BLA_antagonist_viability	TCA2TCC	NA
C941695	Tox21_GR_BLA_Agonist_ratio	TCA2TCC	NA
C941695	Tox21_GR_BLA_Antagonist_ratio	TCA2TCC	NA
C941695	Tox21_GR_BLA_Antagonist_viability	TCA2TCC	NA
C941695	Tox21_HSE_BLA_agonist_ratio	TCA2TCC	NA
C941695	Tox21_HSE_BLA_agonist_viability	TCA2TCC	NA
C941695	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C941695	Tox21_MitochondrialToxicity_viability	TCA2TCC	NA
C941695	Tox21_NFkB_BLA_agonist_ratio	TCA2TCC	NA
C941695	Tox21_NFkB_BLA_agonist_viability	TCA2TCC	NA
C941695	Tox21_PPARd_BLA_Agonist_viability	TCA2TCC	NA
C941695	Tox21_PPARd_BLA_agonist_ratio	TCA2TCC	NA
C941695	Tox21_PPARg_BLA_antagonist_ratio	TCA2TCC	NA
C941695	Tox21_PPARg_BLA_antagonist_viability	TCA2TCC	NA
C941695	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C941695	Tox21_VDR_BLA_Agonist_viability	TCA2TCC	NA
C941695	Tox21_VDR_BLA_antagonist_viability	TCA2TCC	NA
C941695	Tox21_p53_BLA_p1_ratio	TCA2TCC	NA
C941695	Tox21_p53_BLA_p1_viability	TCA2TCC	NA
C941695	Tox21_p53_BLA_p2_ratio	TCA2TCC	NA
C941695	Tox21_p53_BLA_p2_viability	TCA2TCC	NA
C941695	Tox21_p53_BLA_p3_ratio	TCA2TCC	NA
C941695	Tox21_p53_BLA_p3_viability	TCA2TCC	NA
C941695	Tox21_p53_BLA_p4_ratio	TCA2TCC	NA
C941695	Tox21_p53_BLA_p4_viability	TCA2TCC	NA
C941695	Tox21_p53_BLA_p5_ratio	TCA2TCC	NA
C941695	Tox21_p53_BLA_p5_viability	TCA2TCC	NA
C94188	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C94188	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C94188	ATG_BRE_CIS_up	TCA2TCC	NA
C94188	ATG_EGR_CIS_up	TCA2TCC	NA
C94188	ATG_ERE_CIS_up	TCA2TCC	NA
C94188	ATG_ERa_TRANS_up	TCA2TCC	NA
C94188	ATG_E_Box_CIS_up	TCA2TCC	NA
C94188	ATG_FXR_TRANS_up	TCA2TCC	NA
C94188	ATG_GLI_CIS_up	TCA2TCC	NA
C94188	ATG_HIF1a_CIS_up	TCA2TCC	NA
C94188	ATG_HSE_CIS_up	TCA2TCC	NA
C94188	ATG_MRE_CIS_up	TCA2TCC	NA
C94188	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C94188	ATG_NURR1_TRANS_up	TCA2TCC	NA
C94188	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C94188	ATG_PBREM_CIS_up	TCA2TCC	NA
C94188	ATG_PPARg_TRANS_up	TCA2TCC	NA
C94188	ATG_PPRE_CIS_up	TCA2TCC	NA
C94188	ATG_PXRE_CIS_up	TCA2TCC	NA
C94188	ATG_PXR_TRANS_up	TCA2TCC	NA
C94188	ATG_Pax6_CIS_up	TCA2TCC	NA
C94188	ATG_SREBP_CIS_up	TCA2TCC	NA
C94188	ATG_Sox_CIS_up	TCA2TCC	NA
C94188	ATG_TA_CIS_up	TCA2TCC	NA
C94188	ATG_TGFb_CIS_up	TCA2TCC	NA
C94188	ATG_VDRE_CIS_up	TCA2TCC	NA
C94188	ATG_Xbp1_CIS_up	TCA2TCC	NA
C94188	NVS_ADME_hCYP19A1	TCA2TCC	NA
C94188	NVS_MP_hPBR	TCA2TCC	NA
C94188	NVS_MP_rPBR	TCA2TCC	NA
C94188	NVS_NR_bER	TCA2TCC	NA
C94188	NVS_NR_cAR	TCA2TCC	NA
C94188	NVS_NR_hER	TCA2TCC	NA
C94188	NVS_NR_mERa	TCA2TCC	NA
C94188	OT_ER_ERaERa_0480	TCA2TCC	NA
C94188	OT_ER_ERaERa_1440	TCA2TCC	NA
C94188	OT_ER_ERaERb_0480	TCA2TCC	NA
C94188	OT_ER_ERaERb_1440	TCA2TCC	NA
C94188	OT_ER_ERbERb_0480	TCA2TCC	NA
C94188	OT_ER_ERbERb_1440	TCA2TCC	NA
C94188	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C94188	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C94188	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C94188	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C94188	Tox21_ERa_BLA_Agonist_ratio	TCA2TCC	NA
C94188	Tox21_ERa_BLA_Antagonist_ratio	TCA2TCC	NA
