ID	altID	ClassUpper	ClassLower	Group
R-HSA-165159	mTOR signalling	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-165160	PDE3B signalling	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-165181	Inhibition of TSC complex formation by PKB	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane	Immune System	Innate Immune System	Reactome
R-HSA-167021	PLC-gamma1 signalling	Signal Transduction	Signalling by NGF	Reactome
R-HSA-167044	Signalling to RAS	Signal Transduction	Signalling by NGF	Reactome
R-HSA-167590	Nef Mediated CD4 Down-regulation	Disease	Infectious disease	Reactome
R-HSA-168277	Influenza Virus Induced Apoptosis	Disease	Infectious disease	Reactome
R-HSA-168638	NOD1/2 Signaling Pathway	Immune System	Innate Immune System	Reactome
R-HSA-170968	Frs2-mediated activation	Signal Transduction	Signalling by NGF	Reactome
R-HSA-170984	ARMS-mediated activation	Signal Transduction	Signalling by NGF	Reactome
R-HSA-171007	p38MAPK events	Signal Transduction	Signalling by NGF	Reactome
R-HSA-171052	LDL-mediated lipid transport	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-174800	Chylomicron-mediated lipid transport	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-176187	Activation of ATR in response to replication stress	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-177504	Retrograde neurotrophin signalling	Signal Transduction	Signalling by NGF	Reactome
R-HSA-177929	Signaling by EGFR	Signal Transduction	Signal Transduction	Reactome
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-179812	GRB2 events in EGFR signaling	Signal Transduction	Signaling by EGFR	Reactome
R-HSA-180024	DARPP-32 events	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-180292	GAB1 signalosome	Signal Transduction	Signaling by EGFR	Reactome
R-HSA-180336	SHC1 events in EGFR signaling	Signal Transduction	Signaling by EGFR	Reactome
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	Immune System	Innate Immune System	Reactome
R-HSA-182971	EGFR downregulation	Signal Transduction	Signaling by EGFR	Reactome
R-HSA-1839117	Signaling by FGFR1 fusion mutants	Disease	Diseases of signal transduction	Reactome
R-HSA-1839122	Signaling by activated point mutants of FGFR1	Disease	Diseases of signal transduction	Reactome
R-HSA-1839130	Signaling by activated point mutants of FGFR3	Disease	Diseases of signal transduction	Reactome
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	Metabolism	Inositol phosphate metabolism	Reactome
R-HSA-186763	Downstream signal transduction	Signal Transduction	Signaling by PDGF	Reactome
R-HSA-186797	Signaling by PDGF	Signal Transduction	Signal Transduction	Reactome
R-HSA-187024	NGF-independant TRKA activation	Signal Transduction	Signalling by NGF	Reactome
R-HSA-187042	TRKA activation by NGF	Signal Transduction	Signalling by NGF	Reactome
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-187706	Signalling to p38 via RIT and RIN	Signal Transduction	Signalling by NGF	Reactome
R-HSA-1912408	Pre-NOTCH Transcription and Translation	Signal Transduction	Signaling by NOTCH	Reactome
R-HSA-192105	Synthesis of bile acids and bile salts	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-193144	Estrogen biosynthesis	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	Signal Transduction	Signalling by NGF	Reactome
R-HSA-193692	Regulated proteolysis of p75NTR	Signal Transduction	Signalling by NGF	Reactome
R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	Signal Transduction	Signaling by VEGF	Reactome
R-HSA-195253	Degradation of beta-catenin by the destruction complex	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	Signal Transduction	Signaling by VEGF	Reactome
R-HSA-196299	Beta-catenin phosphorylation cascade	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-1963640	GRB2 events in ERBB2 signaling	Signal Transduction	Signaling by ERBB2	Reactome
R-HSA-1963642	PI3K events in ERBB2 signaling	Signal Transduction	Signaling by ERBB2	Reactome
R-HSA-196791	Vitamin D (calciferol) metabolism	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-198203	PI3K/AKT activation	Signal Transduction	Signalling by NGF	Reactome
R-HSA-198323	AKT phosphorylates targets in the cytosol	Signal Transduction	PIP3 activates AKT signaling	Reactome
R-HSA-198693	AKT phosphorylates targets in the nucleus	Signal Transduction	PIP3 activates AKT signaling	Reactome
R-HSA-198745	Signalling to STAT3	Signal Transduction	Signalling by NGF	Reactome
R-HSA-198753	ERK/MAPK targets	Immune System	Innate Immune System	Reactome
R-HSA-198753	ERK/MAPK targets	Signal Transduction	Signalling by NGF	Reactome
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	Adaptive Immune System	Reactome
R-HSA-1989781	PPARA activates gene expression	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-199418	Negative regulation of the PI3K/AKT network	Signal Transduction	PIP3 activates AKT signaling	Reactome
R-HSA-199920	CREB phosphorylation	Immune System	Innate Immune System	Reactome
R-HSA-199920	CREB phosphorylation	Signal Transduction	Signalling by NGF	Reactome
R-HSA-200425	Import of palmitoyl-CoA into the mitochondrial matrix	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-201451	Signaling by BMP	Signal Transduction	Signal Transduction	Reactome
R-HSA-201688	WNT mediated activation of DVL	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-201722	formation of the beta-catenin:TCF transactivating complex	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-202040	G-protein activation	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	Extracellular matrix organization	Collagen formation	Reactome
R-HSA-202424	Downstream TCR signaling	Immune System	Adaptive Immune System	Reactome
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	Immune System	Adaptive Immune System	Reactome
R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	Immune System	Adaptive Immune System	Reactome
R-HSA-202433	Generation of second messenger molecules	Immune System	Adaptive Immune System	Reactome
R-HSA-202670	ERKs are inactivated	Signal Transduction	Signalling by NGF	Reactome
R-HSA-202733	Cell surface interactions at the vascular wall	Hemostasis	Hemostasis	Reactome
R-HSA-2028269	Signaling by Hippo	Signal Transduction	Signal Transduction	Reactome
R-HSA-2029481	FCGR activation	Immune System	Innate Immune System	Reactome
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	Immune System	Innate Immune System	Reactome
R-HSA-2029485	Role of phospholipids in phagocytosis	Immune System	Innate Immune System	Reactome
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	Gene Expression	Generic Transcription Pathway	Reactome
R-HSA-2033514	FGFR3 mutant receptor activation	Disease	Diseases of signal transduction	Reactome
R-HSA-2033515	t(4;14) translocations of FGFR3	Disease	Diseases of signal transduction	Reactome
R-HSA-203615	eNOS activation	Metabolism	Metabolism of nitric oxide	Reactome
R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	Metabolism	Pyruvate metabolism	Reactome
R-HSA-205025	NADE modulates death signalling	Signal Transduction	Signalling by NGF	Reactome
R-HSA-209560	NF-kB is activated and signals survival	Signal Transduction	Signalling by NGF	Reactome
R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Developmental Biology	Regulation of beta-cell development	Reactome
R-HSA-210745	Regulation of gene expression in beta cells	Developmental Biology	Regulation of beta-cell development	Reactome
R-HSA-210747	Regulation of gene expression in early pancreatic precursor cells	Developmental Biology	Regulation of beta-cell development	Reactome
R-HSA-210990	PECAM1 interactions	Hemostasis	Cell surface interactions at the vascular wall	Reactome
R-HSA-210991	Basigin interactions	Hemostasis	Cell surface interactions at the vascular wall	Reactome
R-HSA-210993	Tie2 Signaling	Hemostasis	Cell surface interactions at the vascular wall	Reactome
R-HSA-211163	AKT-mediated inactivation of FOXO1A	Developmental Biology	Regulation of beta-cell development	Reactome
R-HSA-211227	Activation of DNA fragmentation factor	Programmed Cell Death	Apoptosis	Reactome
R-HSA-211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10	Programmed Cell Death	Apoptosis	Reactome
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	Programmed Cell Death	Apoptosis	Reactome
R-HSA-211736	Stimulation of the cell death response by PAK-2p34	Programmed Cell Death	Apoptosis	Reactome
R-HSA-211916	Vitamins	Metabolism	Biological oxidations	Reactome
R-HSA-211935	Fatty acids	Metabolism	Biological oxidations	Reactome
R-HSA-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	Metabolism	Biological oxidations	Reactome
R-HSA-211958	Miscellaneous substrates	Metabolism	Biological oxidations	Reactome
R-HSA-211976	Endogenous sterols	Metabolism	Biological oxidations	Reactome
R-HSA-211979	Eicosanoids	Metabolism	Biological oxidations	Reactome
R-HSA-211981	Xenobiotics	Metabolism	Biological oxidations	Reactome
R-HSA-211999	CYP2E1 reactions	Metabolism	Biological oxidations	Reactome
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	Signal Transduction	Signaling by NOTCH	Reactome
R-HSA-212718	EGFR interacts with phospholipase C-gamma	Signal Transduction	Signaling by EGFR	Reactome
R-HSA-2129379	Molecules associated with elastic fibres	Extracellular matrix organization	Elastic fibre formation	Reactome
R-HSA-2132295	MHC class II antigen presentation	Immune System	Adaptive Immune System	Reactome
R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	Organelle biogenesis and maintenance	Mitochondrial biogenesis	Reactome
R-HSA-2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	Organelle biogenesis and maintenance	Mitochondrial biogenesis	Reactome
R-HSA-216083	Integrin cell surface interactions	Extracellular matrix organization	Extracellular matrix organization	Reactome
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	Signal Transduction	Signaling by TGF-beta Receptor Complex	Reactome
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	Signal Transduction	Signaling by TGF-beta Receptor Complex	Reactome
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	Signal Transduction	Signaling by TGF-beta Receptor Complex	Reactome
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	Signal Transduction	Signaling by TGF-beta Receptor Complex	Reactome
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Signal Transduction	Signaling by TGF-beta Receptor Complex	Reactome
R-HSA-2179392	EGFR Transactivation by Gastrin	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Signal Transduction	Signal Transduction	Reactome
R-HSA-2424491	DAP12 signaling	Immune System	Innate Immune System	Reactome
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-2428928	IRS-related events triggered by IGF1R	Signal Transduction	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome
R-HSA-2428933	SHC-related events triggered by IGF1R	Signal Transduction	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	Immune System	Innate Immune System	Reactome
R-HSA-2465910	MASTL Facilitates Mitotic Progression	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-2467813	Separation of Sister Chromatids	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-2514853	Condensation of Prometaphase Chromosomes	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-2559580	Oxidative Stress Induced Senescence	Cellular responses to stress	Cellular Senescence	Reactome
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Cellular responses to stress	Cellular Senescence	Reactome
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Cellular responses to stress	Cellular Senescence	Reactome
R-HSA-2559585	Oncogene Induced Senescence	Cellular responses to stress	Cellular Senescence	Reactome
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	Cellular responses to stress	Cellular Senescence	Reactome
R-HSA-2562578	TRIF-mediated programmed cell death	Immune System	Innate Immune System	Reactome
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-2586552	Signaling by Leptin	Signal Transduction	Signal Transduction	Reactome
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	Disease	Diseases of signal transduction	Reactome
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	Programmed Cell Death	Apoptosis	Reactome
R-HSA-2672351	Stimuli-sensing channels	Transmembrane transport of small molecules	Ion channel transport	Reactome
R-HSA-2682334	EPH-Ephrin signaling	Developmental Biology	Axon guidance	Reactome
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	Immune System	Innate Immune System	Reactome
R-HSA-2871796	FCERI mediated MAPK activation	Immune System	Innate Immune System	Reactome
R-HSA-2871809	FCERI mediated Ca+2 mobilization	Immune System	Innate Immune System	Reactome
R-HSA-2871837	FCERI mediated NF-kB activation	Immune System	Innate Immune System	Reactome
R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Developmental Biology	Transcriptional regulation of pluripotent stem cells	Reactome
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Disease	Diseases of signal transduction	Reactome
R-HSA-2995383	Initiation of Nuclear Envelope Reformation	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-3000170	Syndecan interactions	Extracellular matrix organization	Non-integrin membrane-ECM interactions	Reactome
R-HSA-3000171	Non-integrin membrane-ECM interactions	Extracellular matrix organization	Extracellular matrix organization	Reactome
R-HSA-3000178	ECM proteoglycans	Extracellular matrix organization	Extracellular matrix organization	Reactome
R-HSA-3000471	Scavenging by Class B Receptors	Vesicle-mediated transport	Binding and Uptake of Ligands by Scavenger Receptors	Reactome
R-HSA-3000480	Scavenging by Class A Receptors	Vesicle-mediated transport	Binding and Uptake of Ligands by Scavenger Receptors	Reactome
R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Immune System	Innate Immune System	Reactome
R-HSA-3214815	HDACs deacetylate histones	Chromatin organization	Chromatin modifying enzymes	Reactome
R-HSA-3214858	RMTs methylate histone arginines	Chromatin organization	Chromatin modifying enzymes	Reactome
R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-3371378	Regulation by c-FLIP	Programmed Cell Death	Apoptosis	Reactome
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	Cellular responses to stress	Cellular response to heat stress	Reactome
R-HSA-3371511	HSF1 activation	Cellular responses to stress	Cellular response to heat stress	Reactome
R-HSA-3371568	Attenuation phase	Cellular responses to stress	Cellular response to heat stress	Reactome
R-HSA-3371571	HSF1-dependent transactivation	Cellular responses to stress	Cellular response to heat stress	Reactome
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-351906	Apoptotic cleavage of cell adhesion  proteins	Programmed Cell Death	Apoptosis	Reactome
R-HSA-354192	Integrin alphaIIb beta3 signaling	Signal Transduction	Signal Transduction	Reactome
R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-3656532	TGFBR1 KD Mutants in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-373753	Nephrin interactions	Cell-Cell communication	Cell-Cell communication	Reactome
R-HSA-373760	L1CAM interactions	Developmental Biology	Axon guidance	Reactome
R-HSA-375165	NCAM signaling for neurite out-growth	Developmental Biology	Axon guidance	Reactome
R-HSA-375170	CDO in myogenesis	Developmental Biology	Myogenesis	Reactome
R-HSA-375276	Peptide ligand-binding receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-376172	DSCAM interactions	Cell-Cell communication	Cell-Cell communication	Reactome
R-HSA-3769402	deactivation of the beta-catenin transactivating complex	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-379401	Dopamine clearance from the synaptic cleft	Neuronal System	Transmission across Chemical Synapses	Reactome
R-HSA-380095	Tachykinin receptors bind tachykinins	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-380108	Chemokine receptors bind chemokines	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-380259	Loss of Nlp from mitotic centrosomes	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-380994	ATF4 activates genes	Metabolism of proteins	Unfolded Protein Response (UPR)	Reactome
R-HSA-381033	ATF6-alpha activates chaperones	Metabolism of proteins	Unfolded Protein Response (UPR)	Reactome
R-HSA-381183	ATF6-alpha activates chaperone genes	Metabolism of proteins	Unfolded Protein Response (UPR)	Reactome
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	Developmental Biology	Developmental Biology	Reactome
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	Metabolism of proteins	Metabolism of proteins	Reactome
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	Metabolism	Integration of energy metabolism	Reactome
R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Metabolism of proteins	Peptide hormone metabolism	Reactome
R-HSA-383280	Nuclear Receptor transcription pathway	Gene Expression	Generic Transcription Pathway	Reactome
R-HSA-388479	Vasopressin-like receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-388841	Costimulation by the CD28 family	Immune System	Adaptive Immune System	Reactome
R-HSA-389356	CD28 co-stimulation	Immune System	Adaptive Immune System	Reactome
R-HSA-389357	CD28 dependent PI3K/Akt signaling	Immune System	Adaptive Immune System	Reactome
R-HSA-389359	CD28 dependent Vav1 pathway	Immune System	Adaptive Immune System	Reactome
R-HSA-389513	CTLA4 inhibitory signaling	Immune System	Adaptive Immune System	Reactome
R-HSA-389948	PD-1 signaling	Immune System	Adaptive Immune System	Reactome
R-HSA-390648	Muscarinic acetylcholine receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-390650	Histamine receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-390651	Dopamine receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-390666	Serotonin receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-390696	Adrenoceptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-391160	Signal regulatory protein (SIRP) family interactions	Cell-Cell communication	Cell-Cell communication	Reactome
R-HSA-391906	Leukotriene receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-391908	Prostanoid ligand receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	Hemostasis	Platelet activation, signaling and aggregation	Reactome
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-392517	Rap1 signalling	Immune System	Adaptive Immune System	Reactome
R-HSA-3928662	EPHB-mediated forward signaling	Developmental Biology	Axon guidance	Reactome
R-HSA-3928663	EPHA-mediated growth cone collapse	Developmental Biology	Axon guidance	Reactome
R-HSA-3928664	Ephrin signaling	Developmental Biology	Axon guidance	Reactome
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	Developmental Biology	Axon guidance	Reactome
R-HSA-399954	Sema3A PAK dependent Axon repulsion	Developmental Biology	Axon guidance	Reactome
R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	Developmental Biology	Axon guidance	Reactome
R-HSA-399956	CRMPs in Sema3A signaling	Developmental Biology	Axon guidance	Reactome
R-HSA-399997	Acetylcholine regulates insulin secretion	Metabolism	Integration of energy metabolism	Reactome
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	Metabolism	Integration of energy metabolism	Reactome
R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Metabolism	Metabolism of lipids and lipoproteins	Reactome
R-HSA-400253	Circadian Clock	Circadian Clock	Circadian Clock	Reactome
R-HSA-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Metabolism of proteins	Peptide hormone metabolism	Reactome
R-HSA-4086398	Ca2+ pathway	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-416482	G alpha (12/13) signalling events	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	Developmental Biology	Axon guidance	Reactome
R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	Developmental Biology	Axon guidance	Reactome
R-HSA-416700	Other semaphorin interactions	Developmental Biology	Axon guidance	Reactome
R-HSA-417957	P2Y receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-417973	Adenosine P1 receptors	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-418457	cGMP effects	Hemostasis	Platelet homeostasis	Reactome
R-HSA-418555	G alpha (s) signalling events	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	Hemostasis	Platelet activation, signaling and aggregation	Reactome
R-HSA-418594	G alpha (i) signalling events	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-418597	G alpha (z) signalling events	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-418885	DCC mediated attractive signaling	Developmental Biology	Axon guidance	Reactome
R-HSA-418886	Netrin mediated repulsion signals	Developmental Biology	Axon guidance	Reactome
R-HSA-418889	Ligand-independent caspase activation via DCC	Programmed Cell Death	Apoptosis	Reactome
R-HSA-419037	NCAM1 interactions	Developmental Biology	Axon guidance	Reactome
R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin	Metabolism of proteins	Peptide hormone metabolism	Reactome
R-HSA-422356	Regulation of insulin secretion	Metabolism	Integration of energy metabolism	Reactome
R-HSA-427359	SIRT1 negatively regulates rRNA Expression	Gene Expression	Epigenetic regulation of gene expression	Reactome
R-HSA-428540	Activation of Rac	Developmental Biology	Axon guidance	Reactome
R-HSA-428890	Role of Abl in Robo-Slit signaling	Developmental Biology	Axon guidance	Reactome
R-HSA-428930	Thromboxane signalling through TP receptor	Hemostasis	Platelet activation, signaling and aggregation	Reactome
R-HSA-430116	GP1b-IX-V activation signalling	Hemostasis	Platelet activation, signaling and aggregation	Reactome
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	Transmembrane transport of small molecules	Aquaporin-mediated transport	Reactome
R-HSA-432142	Platelet sensitization by LDL	Hemostasis	Platelet homeostasis	Reactome
R-HSA-437239	Recycling pathway of L1	Developmental Biology	Axon guidance	Reactome
R-HSA-4411364	binding of TCF/LEF:CTNNB1 to target gene promoters	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-4420097	VEGFA-VEGFR2 Pathway	Signal Transduction	Signaling by VEGF	Reactome
R-HSA-442660	Na+/Cl- dependent neurotransmitter transporters	Transmembrane transport of small molecules	SLC-mediated transmembrane transport	Reactome
R-HSA-442720	CREB phosphorylation through the activation of Adenylate Cyclase	Neuronal System	Transmission across Chemical Synapses	Reactome
R-HSA-442742	CREB phosphorylation through the activation of Ras	Neuronal System	Transmission across Chemical Synapses	Reactome
R-HSA-444257	RSK activation	Neuronal System	Transmission across Chemical Synapses	Reactome
R-HSA-444473	Formyl peptide receptors bind formyl peptides and many other ligands	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-445144	Signal transduction by L1	Developmental Biology	Axon guidance	Reactome
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Immune System	Innate Immune System	Reactome
R-HSA-446652	Interleukin-1 signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-448706	Interleukin-1 processing	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Immune System	Innate Immune System	Reactome
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Immune System	Innate Immune System	Reactome
R-HSA-450341	Activation of the AP-1 family of transcription factors	Immune System	Innate Immune System	Reactome
R-HSA-450385	Butyrate Response Factor 1 (BRF1) destabilizes mRNA	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome
R-HSA-450513	Tristetraprolin (TTP) destabilizes mRNA	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome
R-HSA-450604	KSRP destabilizes mRNA	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome
R-HSA-451927	Interleukin-2 signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	Developmental Biology	Developmental Biology	Reactome
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	Hemostasis	Platelet activation, signaling and aggregation	Reactome
R-HSA-4641262	disassembly of the destruction complex and recruitment of AXIN to the membrane	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-4641265	repression of WNT target genes	Signal Transduction	Signaling by Wnt	Reactome
R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-5213460	RIPK1-mediated regulated necrosis	Programmed Cell Death	Regulated Necrosis	Reactome
